AssessmentIndDefinition.Name,AssessmentIndDefinitionId,Id,RegulatoryCode.RegulatoryAuthorityId,RegulatoryCodeId,ExternalId__c,ExternalId__c Reg Code,ExternalId__c (Assessment Indicator Definition)
"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,0fMbZ00000000qrUAA,19pbZ00000002kzQAA,0fCbZ00000000uNUAQ,S 72.1.b ,S 72.1.b ,S 72.1.b 
"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,0fMbZ00000000qsUAA,19pbZ00000002kzQAA,0fCbZ00000000uOUAQ,S 72.1.c ,S 72.1.c ,S 72.1.c 
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,0fMbZ00000000qtUAA,19pbZ00000002kzQAA,0fCbZ00000000uPUAQ,S 72.2.a.i ,S 72.2.a.i ,S 72.2.a.i 
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,0fMbZ00000000quUAA,19pbZ00000002kzQAA,0fCbZ00000000uQUAQ,S 72.2.a.ii ,S 72.2.a.ii ,S 72.2.a.ii 
A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,0fMbZ00000000qvUAA,19pbZ00000002kzQAA,0fCbZ00000000uRUAQ,S 72.2.a.iii ,S 72.2.a.iii ,S 72.2.a.iii 
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,0fMbZ00000000qwUAA,19pbZ00000002kzQAA,0fCbZ00000000uSUAQ,S 72.2.b ,S 72.2.b ,S 72.2.b 
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,0fMbZ00000000qxUAA,19pbZ00000002kzQAA,0fCbZ00000000uTUAQ,S 72.2.c ,S 72.2.c ,S 72.2.c 
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,0fMbZ00000000qyUAA,19pbZ00000002kzQAA,0fCbZ00000000uUUAQ,S 72.2.d ,S 72.2.d ,S 72.2.d 
All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,0fMbZ00000000qzUAA,19pbZ00000002kzQAA,0fCbZ00000000uVUAQ,S 73.1.a ,S 73.1.a ,S 73.1.a 
All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,0fMbZ00000000r0UAA,19pbZ00000002kzQAA,0fCbZ00000000uWUAQ,S 73.1.b ,S 73.1.b ,S 73.1.b 
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,0fMbZ00000000r1UAA,19pbZ00000002kzQAA,0fCbZ00000000uXUAQ,S 73.1.c ,S 73.1.c ,S 73.1.c 
"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,0fMbZ00000000r2UAA,19pbZ00000002kzQAA,0fCbZ00000000uYUAQ,S 73.1.d ,S 73.1.d ,S 73.1.d 
A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,0fMbZ00000000r3UAA,19pbZ00000002kzQAA,0fCbZ00000000uZUAQ,S 73.2 ,S 73.2 ,S 73.2 
"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,0fMbZ00000000r4UAA,19pbZ00000002kzQAA,0fCbZ00000000uaUAA,S 74.a ,S 74.a ,S 74.a 
"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,0fMbZ00000000r5UAA,19pbZ00000002kzQAA,0fCbZ00000000ubUAA,S.74.b ,S.74.b ,S.74.b 
A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,0eubZ00000001KQQAY,0fMbZ00000000r6UAA,19pbZ00000002kzQAA,0fCbZ00000000ucUAA,S. 75.  ,S. 75.  ,S. 75.  
A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,0eubZ00000001KRQAY,0fMbZ00000000r7UAA,19pbZ00000002kzQAA,0fCbZ00000000udUAA,S. 76.a ,S. 76.a ,S. 76.a 
"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",0eubZ00000001KSQAY,0fMbZ00000000r8UAA,19pbZ00000002kzQAA,0fCbZ00000000ueUAA,S. 76.b ,S. 76.b ,S. 76.b 
"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KTQAY,0fMbZ00000000r9UAA,19pbZ00000002kzQAA,0fCbZ00000000ufUAA,S. 76.c ,S. 76.c ,S. 76.c 
A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,0eubZ00000001KUQAY,0fMbZ00000000rAUAQ,19pbZ00000002kzQAA,0fCbZ00000000ugUAA,S. 76.d ,S. 76.d ,S. 76.d 
"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",0eubZ00000001KVQAY,0fMbZ00000000rBUAQ,19pbZ00000002kzQAA,0fCbZ00000000uhUAA,S. 76.e ,S. 76.e ,S. 76.e 
"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",0eubZ00000001KWQAY,0fMbZ00000000rCUAQ,19pbZ00000002kzQAA,0fCbZ00000000uiUAA,S. 76.f ,S. 76.f ,S. 76.f 
"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",0eubZ00000001KXQAY,0fMbZ00000000rDUAQ,19pbZ00000002kzQAA,0fCbZ00000000ujUAA,S.77.a.i ,S.77.a.i ,S.77.a.i 
"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",0eubZ00000001KYQAY,0fMbZ00000000rEUAQ,19pbZ00000002kzQAA,0fCbZ00000000ukUAA,S.77.a.ii ,S.77.a.ii ,S.77.a.ii 
"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",0eubZ00000001KZQAY,0fMbZ00000000rFUAQ,19pbZ00000002kzQAA,0fCbZ00000000ulUAA,S.77.a.iii ,S.77.a.iii ,S.77.a.iii 
A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,0eubZ00000001KaQAI,0fMbZ00000000rGUAQ,19pbZ00000002kzQAA,0fCbZ00000000umUAA,S. 77. b ,S. 77. b ,S. 77. b 
"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",0eubZ00000001KbQAI,0fMbZ00000000rHUAQ,19pbZ00000002kzQAA,0fCbZ00000000unUAA,S. 78. 1 ,S. 78. 1 ,S. 78. 1 
A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,0eubZ00000001KcQAI,0fMbZ00000000rIUAQ,19pbZ00000002kzQAA,0fCbZ00000000uoUAA,S. 78. 2 ,S. 78. 2 ,S. 78. 2 
 A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,0eubZ00000001KdQAI,0fMbZ00000000rJUAQ,19pbZ00000002kzQAA,0fCbZ00000000upUAA,S. 78. 3.a ,S. 78. 3.a ,S. 78. 3.a 
A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,0eubZ00000001KeQAI,0fMbZ00000000rKUAQ,19pbZ00000002kzQAA,0fCbZ00000000uqUAA,S. 78. 3.b  ,S. 78. 3.b  ,S. 78. 3.b  
A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,0eubZ00000001KfQAI,0fMbZ00000000rLUAQ,19pbZ00000002kzQAA,0fCbZ00000000urUAA,S. 78. 4 ,S. 78. 4 ,S. 78. 4 
A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,0eubZ00000001KgQAI,0fMbZ00000000rMUAQ,19pbZ00000002kzQAA,0fCbZ00000000usUAA,S. 79 ,S. 79 ,S. 79 
A residency agreement must include all of the following:the names of the registrant and the resident.,0eubZ00000001KhQAI,0fMbZ00000000rNUAQ,19pbZ00000002kzQAA,0fCbZ00000000utUAA,S.31.1. Schedule C. 1.a ,S.31.1. Schedule C. 1.a ,S.31.1. Schedule C. 1.a 
"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",0eubZ00000001KiQAI,0fMbZ00000000rOUAQ,19pbZ00000002kzQAA,0fCbZ00000000uuUAA,S.31.1. Schedule C. 1.b ,S.31.1. Schedule C. 1.b ,S.31.1. Schedule C. 1.b 
"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KjQAI,0fMbZ00000000rPUAQ,19pbZ00000002kzQAA,0fCbZ00000000uvUAA,S.31.1. Schedule C. 1.c ,S.31.1. Schedule C. 1.c ,S.31.1. Schedule C. 1.c 
"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",0eubZ00000001KkQAI,0fMbZ00000000rQUAQ,19pbZ00000002kzQAA,0fCbZ00000000uwUAA,S.31.1. Schedule C. 1.d ,S.31.1. Schedule C. 1.d ,S.31.1. Schedule C. 1.d 
A residency agreement must include both of the following:the date on which the residency agreement is made.,0eubZ00000001KlQAI,0fMbZ00000000rRUAQ,19pbZ00000002kzQAA,0fCbZ00000000uxUAA,S.31.1. Schedule C. 2.a ,S.31.1. Schedule C. 2.a ,S.31.1. Schedule C. 2.a 
A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,0eubZ00000001KmQAI,0fMbZ00000000rSUAQ,19pbZ00000002kzQAA,0fCbZ00000000uyUAA,S.31.1. Schedule C. 2.b ,S.31.1. Schedule C. 2.b ,S.31.1. Schedule C. 2.b 
The following must be described in a residency agreement:the registrant's duties and responsibilities.,0eubZ00000001KnQAI,0fMbZ00000000rTUAQ,19pbZ00000002kzQAA,0fCbZ00000000uzUAA,S.31.1. Schedule C. 3.a ,S.31.1. Schedule C. 3.a ,S.31.1. Schedule C. 3.a 
"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",0eubZ00000001KoQAI,0fMbZ00000000rUUAQ,19pbZ00000002kzQAA,0fCbZ00000000v0UAA,S.31.1. Schedule C. 3.b ,S.31.1. Schedule C. 3.b ,S.31.1. Schedule C. 3.b 
"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",0eubZ00000001KpQAI,0fMbZ00000000rVUAQ,19pbZ00000002kzQAA,0fCbZ00000000v1UAA,S.31.1. Schedule C. 3.c ,S.31.1. Schedule C. 3.c ,S.31.1. Schedule C. 3.c 
The following must be described in a residency agreement:the rules of the assisted living residence.,0eubZ00000001KqQAI,0fMbZ00000000rWUAQ,19pbZ00000002kzQAA,0fCbZ00000000v2UAA,S.31.1. Schedule C. 3.d ,S.31.1. Schedule C. 3.d ,S.31.1. Schedule C. 3.d 
The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,0eubZ00000001KrQAI,0fMbZ00000000rXUAQ,19pbZ00000002kzQAA,0fCbZ00000000v3UAA,S.31.1. Schedule C. 3.e ,S.31.1. Schedule C. 3.e ,S.31.1. Schedule C. 3.e 
The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,0eubZ00000001KsQAI,0fMbZ00000000rYUAQ,19pbZ00000002kzQAA,0fCbZ00000000v4UAA,S.31.1. Schedule C. 3.f ,S.31.1. Schedule C. 3.f ,S.31.1. Schedule C. 3.f 
The following must be described in a residency agreement:the resident's responsibilities.,0eubZ00000001KtQAI,0fMbZ00000000rZUAQ,19pbZ00000002kzQAA,0fCbZ00000000v5UAA,S.31.1. Schedule C. 3.g ,S.31.1. Schedule C. 3.g ,S.31.1. Schedule C. 3.g 
"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",0eubZ00000001KuQAI,0fMbZ00000000raUAA,19pbZ00000002kzQAA,0fCbZ00000000v6UAA,S.31.1. Schedule C. 3.h ,S.31.1. Schedule C. 3.h ,S.31.1. Schedule C. 3.h 
The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,0eubZ00000001KvQAI,0fMbZ00000000rbUAA,19pbZ00000002kzQAA,0fCbZ00000000v7UAA,S.31.1.Schedule C. 3.i ,S.31.1.Schedule C. 3.i ,S.31.1.Schedule C. 3.i 
A residency agreement must include an itemized list of all fees payable by the resident for residency.,0eubZ00000001KwQAI,0fMbZ00000000rcUAA,19pbZ00000002kzQAA,0fCbZ00000000v8UAA,S.31.1. Schedule C. 4.a ,S.31.1. Schedule C. 4.a ,S.31.1. Schedule C. 4.a 
A residency agreement must include a description of the circumstances under which the fees may change.,0eubZ00000001KxQAI,0fMbZ00000000rdUAA,19pbZ00000002kzQAA,0fCbZ00000000v9UAA,S.31.1. Schedule C. 4.b ,S.31.1. Schedule C. 4.b ,S.31.1. Schedule C. 4.b 
A residency agreement must include a statement of when residency fees are due.,0eubZ00000001KyQAI,0fMbZ00000000reUAA,19pbZ00000002kzQAA,0fCbZ00000000vAUAQ,S.31.1. Schedule C. 4.c ,S.31.1. Schedule C. 4.c ,S.31.1. Schedule C. 4.c 
A residency agreement must include a description of all optional services and the fees for each of them.,0eubZ00000001KzQAI,0fMbZ00000000rfUAA,19pbZ00000002kzQAA,0fCbZ00000000vBUAQ,S.31.1. Schedule C. 4.d ,S.31.1. Schedule C. 4.d ,S.31.1. Schedule C. 4.d 
A residency agreement must include  the terms and conditions for the payment and refund of fees.,0eubZ00000001L0QAI,0fMbZ00000000rgUAA,19pbZ00000002kzQAA,0fCbZ00000000vCUAQ,S.31.1. Schedule C. 4.e ,S.31.1. Schedule C. 4.e ,S.31.1. Schedule C. 4.e 
A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,0eubZ00000001L1QAI,0fMbZ00000000rhUAA,19pbZ00000002kzQAA,0fCbZ00000000vDUAQ,S.31.1. Schedule C. 4.f ,S.31.1. Schedule C. 4.f ,S.31.1. Schedule C. 4.f 
A residency agreement must describe the circumstances in which the residency agreement may be changed.,0eubZ00000001L2QAI,0fMbZ00000000riUAA,19pbZ00000002kzQAA,0fCbZ00000000vEUAQ,S.31.1. Schedule C. 5.a ,S.31.1. Schedule C. 5.a ,S.31.1. Schedule C. 5.a 
"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",0eubZ00000001L3QAI,0fMbZ00000000rjUAA,19pbZ00000002kzQAA,0fCbZ00000000vFUAQ,S.31.1. Schedule C. 5.b ,S.31.1. Schedule C. 5.b ,S.31.1. Schedule C. 5.b 
"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",0eubZ00000001L4QAI,0fMbZ00000000rkUAA,19pbZ00000002kzQAA,0fCbZ00000000vGUAQ,S.31.1. Schedule C. 5.c ,S.31.1. Schedule C. 5.c ,S.31.1. Schedule C. 5.c 
A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,0eubZ00000001L5QAI,0fMbZ00000000rlUAA,19pbZ00000002kzQAA,0fCbZ00000000vHUAQ,S.31.1. Schedule C. 6. a ,S.31.1. Schedule C. 6. a ,S.31.1. Schedule C. 6. a 
"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",0eubZ00000001L6QAI,0fMbZ00000000rmUAA,19pbZ00000002kzQAA,0fCbZ00000000vIUAQ,S.31.1. Schedule C. 6.b.i ,S.31.1. Schedule C. 6.b.i ,S.31.1. Schedule C. 6.b.i 
"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",0eubZ00000001L7QAI,0fMbZ00000000rnUAA,19pbZ00000002kzQAA,0fCbZ00000000vJUAQ,S.31.1. Schedule C. 6.b.ii ,S.31.1. Schedule C. 6.b.ii ,S.31.1. Schedule C. 6.b.ii 
"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",0eubZ00000001L8QAI,0fMbZ00000000roUAA,19pbZ00000002kzQAA,0fCbZ00000000vKUAQ,S.31.1. Schedule C. 6.c ,S.31.1. Schedule C. 6.c ,S.31.1. Schedule C. 6.c 
"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",0eubZ00000001L9QAI,0fMbZ00000000rpUAA,19pbZ00000002kzQAA,0fCbZ00000000vLUAQ,S.33.1.a. Schedule D.1 ,S.33.1.a. Schedule D.1 ,S.33.1.a. Schedule D.1 
A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,0eubZ00000001LAQAY,0fMbZ00000000rqUAA,19pbZ00000002kzQAA,0fCbZ00000000vMUAQ,S.33.1.a. Schedule D.2 ,S.33.1.a. Schedule D.2 ,S.33.1.a. Schedule D.2 
"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",0eubZ00000001LBQAY,0fMbZ00000000rrUAA,19pbZ00000002kzQAA,0fCbZ00000000vNUAQ,S.33.1.a. Schedule D. 1 ,S.33.1.a. Schedule D. 1 ,S.33.1.a. Schedule D. 1 
"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",0eubZ00000001LCQAY,0fMbZ00000000rsUAA,19pbZ00000002kzQAA,0fCbZ00000000vOUAQ,S.33.1.a. Schedule D. 2 ,S.33.1.a. Schedule D. 2 ,S.33.1.a. Schedule D. 2 
"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",0eubZ00000001LDQAY,0fMbZ00000000rtUAA,19pbZ00000002kzQAA,0fCbZ00000000vPUAQ,S.33.1.a. Schedule D. 3 ,S.33.1.a. Schedule D. 3 ,S.33.1.a. Schedule D. 3 
"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",0eubZ00000001LEQAY,0fMbZ00000000ruUAA,19pbZ00000002kzQAA,0fCbZ00000000vQUAQ,S.33.1.a. Schedule D. 4 ,S.33.1.a. Schedule D. 4 ,S.33.1.a. Schedule D. 4 
" means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LFQAY,0fMbZ00000000rvUAA,19pbZ00000002kzQAA,0fCbZ00000000vRUAQ,S.51. Schedule E - aggression between residents,S.51. Schedule E - aggression between residents,S.51. Schedule E - aggression between residents
"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",0eubZ00000001LGQAY,0fMbZ00000000rwUAA,19pbZ00000002kzQAA,0fCbZ00000000vSUAQ,S.51. Schedule E - aggressive or unusual behaviour,S.51. Schedule E - aggressive or unusual behaviour,S.51. Schedule E - aggressive or unusual behaviour
means an attempt by a resident to take the resident's own life,0eubZ00000001LHQAY,0fMbZ00000000rxUAA,19pbZ00000002kzQAA,0fCbZ00000000vTUAQ,S.51. Schedule E - attempted suicide,S.51. Schedule E - attempted suicide,S.51. Schedule E - attempted suicide
"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LIQAY,0fMbZ00000000ryUAA,19pbZ00000002kzQAA,0fCbZ00000000vUUAQ,S.51. Schedule E - choking,S.51. Schedule E - choking,S.51. Schedule E - choking
means the death of a resident,0eubZ00000001LJQAY,0fMbZ00000000rzUAA,19pbZ00000002kzQAA,0fCbZ00000000vVUAQ,S.51. Schedule E - death,S.51. Schedule E - death,S.51. Schedule E - death
means an outbreak or the occurrence of a disease above the incident level that is normally expected,0eubZ00000001LKQAY,0fMbZ00000000s0UAA,19pbZ00000002kzQAA,0fCbZ00000000vWUAQ,S.51. Schedule E - disease outbreak or occurrence,S.51. Schedule E - disease outbreak or occurrence,S.51. Schedule E - disease outbreak or occurrence
"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",0eubZ00000001LLQAY,0fMbZ00000000s1UAA,19pbZ00000002kzQAA,0fCbZ00000000vXUAQ,S.51. Schedule E - emotional abuse,S.51. Schedule E - emotional abuse,S.51. Schedule E - emotional abuse
"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LMQAY,0fMbZ00000000s2UAA,19pbZ00000002kzQAA,0fCbZ00000000vYUAQ,S.51. Schedule E - fall,S.51. Schedule E - fall,S.51. Schedule E - fall
"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",0eubZ00000001LNQAY,0fMbZ00000000s3UAA,19pbZ00000002kzQAA,0fCbZ00000000vZUAQ,S.51. Schedule E - financial abuse,S.51. Schedule E - financial abuse,S.51. Schedule E - financial abuse
"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LOQAY,0fMbZ00000000s4UAA,19pbZ00000002kzQAA,0fCbZ00000000vaUAA,S.51. Schedule E - food poisoning,S.51. Schedule E - food poisoning,S.51. Schedule E - food poisoning
means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,0eubZ00000001LPQAY,0fMbZ00000000s5UAA,19pbZ00000002kzQAA,0fCbZ00000000vbUAA,S.51. Schedule E - medication error,S.51. Schedule E - medication error,S.51. Schedule E - medication error
means a resident who is missing,0eubZ00000001LQQAY,0fMbZ00000000s6UAA,19pbZ00000002kzQAA,0fCbZ00000000vcUAA,S.51. Schedule E - missing person,S.51. Schedule E - missing person,S.51. Schedule E - missing person
means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,0eubZ00000001LRQAY,0fMbZ00000000s7UAA,19pbZ00000002kzQAA,0fCbZ00000000vdUAA,S.51. Schedule E - motor vehicle injury,S.51. Schedule E - motor vehicle injury,S.51. Schedule E - motor vehicle injury
"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",0eubZ00000001LSQAY,0fMbZ00000000s8UAA,19pbZ00000002kzQAA,0fCbZ00000000veUAA,S.51. Schedule E - neglect,S.51. Schedule E - neglect,S.51. Schedule E - neglect
"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",0eubZ00000001LTQAY,0fMbZ00000000s9UAA,19pbZ00000002kzQAA,0fCbZ00000000vfUAA,S.51. Schedule E - other injury,S.51. Schedule E - other injury,S.51. Schedule E - other injury
"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",0eubZ00000001LUQAY,0fMbZ00000000sAUAQ,19pbZ00000002kzQAA,0fCbZ00000000vgUAA,S.51. Schedule E - overdose,S.51. Schedule E - overdose,S.51. Schedule E - overdose
"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",0eubZ00000001LVQAY,0fMbZ00000000sBUAQ,19pbZ00000002kzQAA,0fCbZ00000000vhUAA,S.51. Schedule E - physical abuse,S.51. Schedule E - physical abuse,S.51. Schedule E - physical abuse
"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",0eubZ00000001LWQAY,0fMbZ00000000sCUAQ,19pbZ00000002kzQAA,0fCbZ00000000viUAA,S.51. Schedule E - poisoning,S.51. Schedule E - poisoning,S.51. Schedule E - poisoning
means a request for police to attend the residence,0eubZ00000001LXQAY,0fMbZ00000000sDUAQ,19pbZ00000002kzQAA,0fCbZ00000000vjUAA,S.51. Schedule E - police call,S.51. Schedule E - police call,S.51. Schedule E - police call
"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",0eubZ00000001LYQAY,0fMbZ00000000sEUAQ,19pbZ00000002kzQAA,0fCbZ00000000vkUAA,S.51. Schedule E - service delivery problem,S.51. Schedule E - service delivery problem,S.51. Schedule E - service delivery problem
"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",0eubZ00000001LZQAY,0fMbZ00000000sFUAQ,19pbZ00000002kzQAA,0fCbZ00000000vlUAA,S.51. Schedule E - sexual abuse,S.51. Schedule E - sexual abuse,S.51. Schedule E - sexual abuse
means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,0eubZ00000001LaQAI,0fMbZ00000000sGUAQ,19pbZ00000002kzQAA,0fCbZ00000000vmUAA,S.51. Schedule E - unexpected illness,S.51. Schedule E - unexpected illness,S.51. Schedule E - unexpected illness
