Description,EffectiveFrom,Id,Name,RegulatoryAuthority.Name,RegulatoryAuthorityId,Subject,ExternalId__c
"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tjUAA,S 63.1.d - Providing Assisted Living Services - Managing medication defined,Ministry of Health,19pbZ00000002kzQAA,S 63.1.d - Providing Assisted Living Services - Managing medication defined,S 63.1.d 
A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tkUAA,S 64.1.a - Providing Assisted Living Services - Managing medication generally,Ministry of Health,19pbZ00000002kzQAA,S 64.1.a - Providing Assisted Living Services - Managing medication generally,S 64.1.a 
"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tlUAA,S 64.1.b - Providing Assisted Living Services - Managing medication generally,Ministry of Health,19pbZ00000002kzQAA,S 64.1.b - Providing Assisted Living Services - Managing medication generally,S 64.1.b 
A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tmUAA,S 64.2 - Providing Assisted Living Services - Managing medication generally,Ministry of Health,19pbZ00000002kzQAA,S 64.2 - Providing Assisted Living Services - Managing medication generally,S 64.2 
A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tnUAA,S 64.3 - Providing Assisted Living Services - Managing medication generally,Ministry of Health,19pbZ00000002kzQAA,S 64.3 - Providing Assisted Living Services - Managing medication generally,S 64.3 
A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,2023-11-06T15:00:00.000+0000,0fCbZ00000000toUAA,S 64.4.a - Providing Assisted Living Services - Managing medication generally,Ministry of Health,19pbZ00000002kzQAA,S 64.4.a - Providing Assisted Living Services - Managing medication generally,S 64.4.a 
A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tpUAA,S 64.4.b - Providing Assisted Living Services - Managing medication generally,Ministry of Health,19pbZ00000002kzQAA,S 64.4.b - Providing Assisted Living Services - Managing medication generally,S 64.4.b 
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tqUAA,S 65.1.a.i - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.a.i - Providing Assisted Living Services - Safekeeping medication,S 65.1.a.i 
"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",2023-11-06T15:00:00.000+0000,0fCbZ00000000trUAA,S 65.1.a.ii - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.a.ii - Providing Assisted Living Services - Safekeeping medication,S 65.1.a.ii 
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tsUAA,S 65.1.b - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.b - Providing Assisted Living Services - Safekeeping medication,S 65.1.b 
"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",2023-11-06T15:00:00.000+0000,0fCbZ00000000ttUAA,S 65.1.c - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.c - Providing Assisted Living Services - Safekeeping medication,S 65.1.c 
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tuUAA,S 65.1.d.i - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.d.i - Providing Assisted Living Services - Safekeeping medication,S 65.1.d.i 
Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tvUAA,S 65.1.d.ii - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.d.ii - Providing Assisted Living Services - Safekeeping medication,S 65.1.d.ii 
Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,2023-11-06T15:00:00.000+0000,0fCbZ00000000twUAA,S 65.1.d.iii - Providing Assisted Living Services - Safekeeping medication,Ministry of Health,19pbZ00000002kzQAA,S 65.1.d.iii - Providing Assisted Living Services - Safekeeping medication,S 65.1.d.iii 
A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,2023-11-06T15:00:00.000+0000,0fCbZ00000000txUAA,S 66.1 - Providing Assisted Living Services - Distributing medication,Ministry of Health,19pbZ00000002kzQAA,S 66.1 - Providing Assisted Living Services - Distributing medication,S 66.1 
A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,2023-11-06T15:00:00.000+0000,0fCbZ00000000tyUAA,S 67.1.a - Providing Assisted Living Services - Administering medication,Ministry of Health,19pbZ00000002kzQAA,S 67.1.a - Providing Assisted Living Services - Administering medication,S 67.1.a 
"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",2023-11-06T15:00:00.000+0000,0fCbZ00000000tzUAA,S 67.1.b - Providing Assisted Living Services - Administering medication,Ministry of Health,19pbZ00000002kzQAA,S 67.1.b - Providing Assisted Living Services - Administering medication,S 67.1.b 
"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",2023-11-06T15:00:00.000+0000,0fCbZ00000000u0UAA,S 67.2.a - Providing Assisted Living Services - Administering medication,Ministry of Health,19pbZ00000002kzQAA,S 67.2.a - Providing Assisted Living Services - Administering medication,S 67.2.a 
A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,2023-11-06T15:00:00.000+0000,0fCbZ00000000u1UAA,S 67.2.b - Providing Assisted Living Services - Administering medication,Ministry of Health,19pbZ00000002kzQAA,S 67.2.b - Providing Assisted Living Services - Administering medication,S 67.2.b 
A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,2023-11-06T15:00:00.000+0000,0fCbZ00000000u2UAA,S 67.2.c.i - Providing Assisted Living Services - Administering medication,Ministry of Health,19pbZ00000002kzQAA,S 67.2.c.i - Providing Assisted Living Services - Administering medication,S 67.2.c.i 
"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",2023-11-06T15:00:00.000+0000,0fCbZ00000000u3UAA,S 67.2.c.ii - Providing Assisted Living Services - Administering medication,Ministry of Health,19pbZ00000002kzQAA,S 67.2.c.ii - Providing Assisted Living Services - Administering medication,S 67.2.c.ii 
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",2023-11-06T15:00:00.000+0000,0fCbZ00000000u4UAA,S 68.1.a - Providing Assisted Living Services - Safekeeping money and property defined,Ministry of Health,19pbZ00000002kzQAA,S 68.1.a - Providing Assisted Living Services - Safekeeping money and property defined,S 68.1.a 
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",2023-11-06T15:00:00.000+0000,0fCbZ00000000u5UAA,S 68.1.b - Providing Assisted Living Services - Safekeeping money and property defined,Ministry of Health,19pbZ00000002kzQAA,S 68.1.b - Providing Assisted Living Services - Safekeeping money and property defined,S 68.1.b 
A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,2023-11-06T15:00:00.000+0000,0fCbZ00000000u6UAA,S 68.2 - Providing Assisted Living Services - Safekeeping money and property defined,Ministry of Health,19pbZ00000002kzQAA,S 68.2 - Providing Assisted Living Services - Safekeeping money and property defined,S 68.2 
"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",2023-11-06T15:00:00.000+0000,0fCbZ00000000u7UAA,S 69.1 - Providing Assisted Living Services - Safekeeping money and property,Ministry of Health,19pbZ00000002kzQAA,S 69.1 - Providing Assisted Living Services - Safekeeping money and property,S 69.1 
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,2023-11-06T15:00:00.000+0000,0fCbZ00000000u8UAA,S 69.2.a.i - Providing Assisted Living Services - Safekeeping money and property,Ministry of Health,19pbZ00000002kzQAA,S 69.2.a.i - Providing Assisted Living Services - Safekeeping money and property,S 69.2.a.i 
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",2023-11-06T15:00:00.000+0000,0fCbZ00000000u9UAA,S 69.2.a.ii - Providing Assisted Living Services - Safekeeping money and property,Ministry of Health,19pbZ00000002kzQAA,S 69.2.a.ii - Providing Assisted Living Services - Safekeeping money and property,S 69.2.a.ii 
"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uAUAQ,S 69.2.b - Providing Assisted Living Services - Safekeeping money and property,Ministry of Health,19pbZ00000002kzQAA,S 69.2.b - Providing Assisted Living Services - Safekeeping money and property,S 69.2.b 
"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uBUAQ,S 69.2.c - Providing Assisted Living Services - Safekeeping money and property,Ministry of Health,19pbZ00000002kzQAA,S 69.2.c - Providing Assisted Living Services - Safekeeping money and property,S 69.2.c 
A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uCUAQ,S 69.3 - Providing Assisted Living Services - Safekeeping money and property,Ministry of Health,19pbZ00000002kzQAA,S 69.3 - Providing Assisted Living Services - Safekeeping money and property,S 69.3 
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uDUAQ,S 70.1.a - Providing Assisted Living Services - Managing therapeutic diets,Ministry of Health,19pbZ00000002kzQAA,S 70.1.a - Providing Assisted Living Services - Managing therapeutic diets,S 70.1.a 
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uEUAQ,S 70.1.b - Providing Assisted Living Services -,Ministry of Health,19pbZ00000002kzQAA,S 70.1.b - Providing Assisted Living Services -,S 70.1.b 
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uFUAQ,S 70.1.c - Providing Assisted Living Services -,Ministry of Health,19pbZ00000002kzQAA,S 70.1.c - Providing Assisted Living Services -,S 70.1.c 
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uGUAQ,S 70.2.a - Providing Assisted Living Services -,Ministry of Health,19pbZ00000002kzQAA,S 70.2.a - Providing Assisted Living Services -,S 70.2.a 
"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uHUAQ,S 70.2.b - Providing Assisted Living Services -,Ministry of Health,19pbZ00000002kzQAA,S 70.2.b - Providing Assisted Living Services -,S 70.2.b 
A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uIUAQ,S 70.3 - Providing Assisted Living Services -,Ministry of Health,19pbZ00000002kzQAA,S 70.3 - Providing Assisted Living Services -,S 70.3 
"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uJUAQ,S 71.1 - Providing Assisted Living Services - Behaviour management,Ministry of Health,19pbZ00000002kzQAA,S 71.1 - Providing Assisted Living Services - Behaviour management,S 71.1 
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uKUAQ,S 71.2 - Providing Assisted Living Services - Behaviour management,Ministry of Health,19pbZ00000002kzQAA,S 71.2 - Providing Assisted Living Services - Behaviour management,S 71.2 
A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uLUAQ,S 71.3 - Providing Assisted Living Services - Behaviour management,Ministry of Health,19pbZ00000002kzQAA,S 71.3 - Providing Assisted Living Services - Behaviour management,S 71.3 
"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uMUAQ,S 72.1.a - Providing Assisted Living Services - Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.1.a - Providing Assisted Living Services - Psychosocial supports,S 72.1.a 
"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uNUAQ,S 72.1.b - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.1.b - Providing Assisted Living Services -  Psychosocial supports,S 72.1.b 
"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",2023-11-06T15:00:00.000+0000,0fCbZ00000000uOUAQ,S 72.1.c - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.1.c - Providing Assisted Living Services -  Psychosocial supports,S 72.1.c 
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uPUAQ,S 72.2.a.i - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.2.a.i - Providing Assisted Living Services -  Psychosocial supports,S 72.2.a.i 
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uQUAQ,S 72.2.a.ii - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.2.a.ii - Providing Assisted Living Services -  Psychosocial supports,S 72.2.a.ii 
A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uRUAQ,S 72.2.a.iii - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.2.a.iii - Providing Assisted Living Services -  Psychosocial supports,S 72.2.a.iii 
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,2023-11-06T15:00:00.000+0000,0fCbZ00000000uSUAQ,S 72.2.b - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.2.b - Providing Assisted Living Services -  Psychosocial supports,S 72.2.b 
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uTUAQ,S 72.2.c - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.2.c - Providing Assisted Living Services -  Psychosocial supports,S 72.2.c 
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uUUAQ,S 72.2.d - Providing Assisted Living Services -  Psychosocial supports,Ministry of Health,19pbZ00000002kzQAA,S 72.2.d - Providing Assisted Living Services -  Psychosocial supports,S 72.2.d 
All plans and policies that must be made under this regulation are made in writing.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uVUAQ,S 73.1.a - General Duties,Ministry of Health,19pbZ00000002kzQAA,S 73.1.a - General Duties,S 73.1.a 
All plans and policies that must be made under this regulation are implementated.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uWUAQ,S 73.1.b - General Duties,Ministry of Health,19pbZ00000002kzQAA,S 73.1.b - General Duties,S 73.1.b 
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uXUAQ,S 73.1.c - General Duties,Ministry of Health,19pbZ00000002kzQAA,S 73.1.c - General Duties,S 73.1.c 
"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",2023-11-06T14:00:00.000+0000,0fCbZ00000000uYUAQ,S 73.1.d - General Duties,Ministry of Health,19pbZ00000002kzQAA,S 73.1.d - General Duties,S 73.1.d 
A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uZUAQ,S 73.2 - General Duties,Ministry of Health,19pbZ00000002kzQAA,S 73.2 - General Duties,S 73.2 
"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",2023-11-06T14:00:00.000+0000,0fCbZ00000000uaUAA,S 74.a - Collecting personal information,Ministry of Health,19pbZ00000002kzQAA,S 74.a - Collecting personal information,S 74.a 
"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",2023-11-06T14:00:00.000+0000,0fCbZ00000000ubUAA,S.74.b - Collecting personal information,Ministry of Health,19pbZ00000002kzQAA,S.74.b - Collecting personal information,S.74.b 
A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,2023-11-06T14:00:00.000+0000,0fCbZ00000000ucUAA,S. 75.  - Protection of confidentiality,Ministry of Health,19pbZ00000002kzQAA,S. 75.  - Protection of confidentiality,S. 75.  
A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,2023-11-06T14:00:00.000+0000,0fCbZ00000000udUAA,S. 76.a - Resident records,Ministry of Health,19pbZ00000002kzQAA,S. 76.a - Resident records,S. 76.a 
"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",2023-11-06T14:00:00.000+0000,0fCbZ00000000ueUAA,S. 76.b - Resident records,Ministry of Health,19pbZ00000002kzQAA,S. 76.b - Resident records,S. 76.b 
"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",2023-11-06T14:00:00.000+0000,0fCbZ00000000ufUAA,S. 76.c - Resident records,Ministry of Health,19pbZ00000002kzQAA,S. 76.c - Resident records,S. 76.c 
A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,2023-11-06T14:00:00.000+0000,0fCbZ00000000ugUAA,S. 76.d - Resident records,Ministry of Health,19pbZ00000002kzQAA,S. 76.d - Resident records,S. 76.d 
"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",2023-11-06T14:00:00.000+0000,0fCbZ00000000uhUAA,S. 76.e - Resident records,Ministry of Health,19pbZ00000002kzQAA,S. 76.e - Resident records,S. 76.e 
"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",2023-11-06T14:00:00.000+0000,0fCbZ00000000uiUAA,S. 76.f - Resident records,Ministry of Health,19pbZ00000002kzQAA,S. 76.f - Resident records,S. 76.f 
"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",2023-11-06T14:00:00.000+0000,0fCbZ00000000ujUAA,S.77.a.i - Employee records,Ministry of Health,19pbZ00000002kzQAA,S.77.a.i - Employee records,S.77.a.i 
"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",2023-11-06T14:00:00.000+0000,0fCbZ00000000ukUAA,S.77.a.ii - Employee records,Ministry of Health,19pbZ00000002kzQAA,S.77.a.ii - Employee records,S.77.a.ii 
"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",2023-11-06T14:00:00.000+0000,0fCbZ00000000ulUAA,S.77.a.iii - Employee records,Ministry of Health,19pbZ00000002kzQAA,S.77.a.iii - Employee records,S.77.a.iii 
A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,2023-11-06T14:00:00.000+0000,0fCbZ00000000umUAA,S. 77. b - Employee records,Ministry of Health,19pbZ00000002kzQAA,S. 77. b - Employee records,S. 77. b 
"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",2023-11-06T14:00:00.000+0000,0fCbZ00000000unUAA,S. 78. 1 - length of time records must be kept,Ministry of Health,19pbZ00000002kzQAA,S. 78. 1 - length of time records must be kept,S. 78. 1 
A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uoUAA,S. 78. 2 - length of time records must be kept,Ministry of Health,19pbZ00000002kzQAA,S. 78. 2 - length of time records must be kept,S. 78. 2 
 A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,2023-11-06T14:00:00.000+0000,0fCbZ00000000upUAA,S. 78. 3.a - length of time records must be kept,Ministry of Health,19pbZ00000002kzQAA,S. 78. 3.a - length of time records must be kept,S. 78. 3.a 
A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uqUAA,S. 78. 3.b  - length of time records must be kept,Ministry of Health,19pbZ00000002kzQAA,S. 78. 3.b  - length of time records must be kept,S. 78. 3.b  
A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,2023-11-06T14:00:00.000+0000,0fCbZ00000000urUAA,S. 78. 4 - length of time records must be kept,Ministry of Health,19pbZ00000002kzQAA,S. 78. 4 - length of time records must be kept,S. 78. 4 
A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,2023-11-06T14:00:00.000+0000,0fCbZ00000000usUAA,S. 79 - Giving records to the registrar,Ministry of Health,19pbZ00000002kzQAA,S. 79 - Giving records to the registrar,S. 79 
A residency agreement must include all of the following:the names of the registrant and the resident.,2023-11-06T14:00:00.000+0000,0fCbZ00000000utUAA,S.31.1. Schedule C. 1.a - Parties and contact information,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 1.a - Parties and contact information,S.31.1. Schedule C. 1.a 
"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",2023-11-06T14:00:00.000+0000,0fCbZ00000000uuUAA,S.31.1. Schedule C. 1.b - Parties and contact information,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 1.b - Parties and contact information,S.31.1. Schedule C. 1.b 
"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",2023-11-06T14:00:00.000+0000,0fCbZ00000000uvUAA,S.31.1. Schedule C. 1.c - Parties and contact information,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 1.c - Parties and contact information,S.31.1. Schedule C. 1.c 
"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",2023-11-06T14:00:00.000+0000,0fCbZ00000000uwUAA,S.31.1. Schedule C. 1.d - Parties and contact information,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 1.d - Parties and contact information,S.31.1. Schedule C. 1.d 
A residency agreement must include both of the following:the date on which the residency agreement is made.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uxUAA,S.31.1. Schedule C. 2.a - Term,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 2.a - Term,S.31.1. Schedule C. 2.a 
A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uyUAA,S.31.1. Schedule C. 2.b - Term,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 2.b - Term,S.31.1. Schedule C. 2.b 
The following must be described in a residency agreement:the registrant's duties and responsibilities.,2023-11-06T14:00:00.000+0000,0fCbZ00000000uzUAA,S.31.1. Schedule C. 3.a - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.a - General contents,S.31.1. Schedule C. 3.a 
"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",2023-11-06T14:00:00.000+0000,0fCbZ00000000v0UAA,S.31.1. Schedule C. 3.b - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.b - General contents,S.31.1. Schedule C. 3.b 
"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",2023-11-06T14:00:00.000+0000,0fCbZ00000000v1UAA,S.31.1. Schedule C. 3.c - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.c - General contents,S.31.1. Schedule C. 3.c 
The following must be described in a residency agreement:the rules of the assisted living residence.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v2UAA,S.31.1. Schedule C. 3.d - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.d - General contents,S.31.1. Schedule C. 3.d 
The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v3UAA,S.31.1. Schedule C. 3.e - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.e - General contents,S.31.1. Schedule C. 3.e 
