Category__c,DataType,Description,Errors,ExternalId__c,Id,Name
Assisted Living Services,String,"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",,S 71.1 ,0euAq0000000UnXIAU,"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life."
Administrative and Other Matters,String,"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",,S 71.2 ,0euAq0000000UnYIAU,"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate."
Health and Safety,String,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,,S 71.3 ,0euAq0000000UnZIAU,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.
Assisted Living Services,String,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",,S 72.1.a ,0euAq0000000UnaIAE,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning."
Assisted Living Services,String,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",,S 72.1.b ,0euAq0000000UnbIAE,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management."
Assisted Living Services,String,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",,S 72.1.c ,0euAq0000000UncIAE,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement."
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,,S 72.2.a.i ,0euAq0000000UndIAE,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,,S 72.2.a.ii ,0euAq0000000UneIAE,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,,S 72.2.a.iii ,0euAq0000000UnfIAE,A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.
Residents' Rights,String,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,,S 72.2.b ,0euAq0000000UngIAE,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.
Residents' Rights,String,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,,S 72.2.c ,0euAq0000000UnhIAE,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,,S 72.2.d ,0euAq0000000UniIAE,A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.
Administrative and Other Matters,String,All plans and policies that must be made under this regulation are made in writing.,,S 73.1.a ,0euAq0000000UnjIAE,All plans and policies that must be made under this regulation are made in writing.
Administrative and Other Matters,String,All plans and policies that must be made under this regulation are implementated.,,S 73.1.b ,0euAq0000000UnkIAE,All plans and policies that must be made under this regulation are implementated.
Administrative and Other Matters,String,All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,,S 73.1.c ,0euAq0000000UnlIAE,All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.
Administrative and Other Matters,String,"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",,S 73.1.d ,0euAq0000000UnmIAE,"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident"
Administrative and Other Matters,String,A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,,S 73.2 ,0euAq0000000UnnIAE,A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.
Administrative and Other Matters,String,"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",,S 74.a ,0euAq0000000UnoIAE,"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information"
Administrative and Other Matters,String,"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",,S.74.b ,0euAq0000000UnpIAE,"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident."
Administrative and Other Matters,String,A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,,S. 75.  ,0euAq0000000UnqIAE,A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.
Administrative and Other Matters,String,A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,,S. 76.a ,0euAq0000000UnrIAE,A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",,S. 76.b ,0euAq0000000UnsIAE,"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement."
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",,S. 76.c ,0euAq0000000UntIAE,"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any."
Administrative and Other Matters,String,A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,,S. 76.d ,0euAq0000000UnuIAE,A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",,S. 76.e ,0euAq0000000UnvIAE,"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any."
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",,S. 76.f ,0euAq0000000UnwIAE,"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents."
Administrative and Other Matters,String,"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",,S.77.a.i ,0euAq0000000UnxIAE,"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began."
Administrative and Other Matters,String,"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",,S.77.a.ii ,0euAq0000000UnyIAE,"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer."
Administrative and Other Matters,String,"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",,S.77.a.iii ,0euAq0000000UnzIAE,"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class]."
Administrative and Other Matters,String,A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,,S. 77. b ,0euAq0000000Uo0IAE,A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].
Administrative and Other Matters,String,"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",,S. 78. 1 ,0euAq0000000Uo1IAE,"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year."
Administrative and Other Matters,String,A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,,S. 78. 2 ,0euAq0000000Uo2IAE,A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.
Administrative and Other Matters,String, A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,,S. 78. 3.a ,0euAq0000000Uo3IAE, A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.
Administrative and Other Matters,String,A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,,S. 78. 3.b  ,0euAq0000000Uo4IAE,A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.
Administrative and Other Matters,String,A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,,S. 78. 4 ,0euAq0000000Uo5IAE,A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.
Administrative and Other Matters,String,A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,,S. 79 ,0euAq0000000Uo6IAE,A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.
Planning and Support Agreements,String,A residency agreement must include all of the following:the names of the registrant and the resident.,,S.31.1. Schedule C. 1.a ,0euAq0000000Uo7IAE,A residency agreement must include all of the following:the names of the registrant and the resident.
Planning and Support Agreements,String,"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",,S.31.1. Schedule C. 1.b ,0euAq0000000Uo8IAE,"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager."
Planning and Support Agreements,String,"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",,S.31.1. Schedule C. 1.c ,0euAq0000000Uo9IAE,"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any."
Planning and Support Agreements,String,"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",,S.31.1. Schedule C. 1.d ,0euAq0000000UoAIAU,"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any."
Planning and Support Agreements,String,A residency agreement must include both of the following:the date on which the residency agreement is made.,,S.31.1. Schedule C. 2.a ,0euAq0000000UoBIAU,A residency agreement must include both of the following:the date on which the residency agreement is made.
Planning and Support Agreements,String,A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,,S.31.1. Schedule C. 2.b ,0euAq0000000UoCIAU,A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.
Planning and Support Agreements,String,The following must be described in a residency agreement:the registrant's duties and responsibilities.,,S.31.1. Schedule C. 3.a ,0euAq0000000UoDIAU,The following must be described in a residency agreement:the registrant's duties and responsibilities.
Planning and Support Agreements,String,"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",,S.31.1. Schedule C. 3.b ,0euAq0000000UoEIAU,"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any."
Planning and Support Agreements,String,"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",,S.31.1. Schedule C. 3.c ,0euAq0000000UoFIAU,"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services."
Planning and Support Agreements,String,The following must be described in a residency agreement:the rules of the assisted living residence.,,S.31.1. Schedule C. 3.d ,0euAq0000000UoGIAU,The following must be described in a residency agreement:the rules of the assisted living residence.
Planning and Support Agreements,String,The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,,S.31.1. Schedule C. 3.e ,0euAq0000000UoHIAU,The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.
Planning and Support Agreements,String,The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,,S.31.1. Schedule C. 3.f ,0euAq0000000UoIIAU,The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.
Planning and Support Agreements,String,The following must be described in a residency agreement:the resident's responsibilities.,,S.31.1. Schedule C. 3.g ,0euAq0000000UoJIAU,The following must be described in a residency agreement:the resident's responsibilities.
Planning and Support Agreements,String,"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",,S.31.1. Schedule C. 3.h ,0euAq0000000UoKIAU,"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence."
Planning and Support Agreements,String,The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,,S.31.1.Schedule C. 3.i ,0euAq0000000UoLIAU,The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.
Planning and Support Agreements,String,A residency agreement must include an itemized list of all fees payable by the resident for residency.,,S.31.1. Schedule C. 4.a ,0euAq0000000UoMIAU,A residency agreement must include an itemized list of all fees payable by the resident for residency.
Planning and Support Agreements,String,A residency agreement must include a description of the circumstances under which the fees may change.,,S.31.1. Schedule C. 4.b ,0euAq0000000UoNIAU,A residency agreement must include a description of the circumstances under which the fees may change.
Planning and Support Agreements,String,A residency agreement must include a statement of when residency fees are due.,,S.31.1. Schedule C. 4.c ,0euAq0000000UoOIAU,A residency agreement must include a statement of when residency fees are due.
Planning and Support Agreements,String,A residency agreement must include a description of all optional services and the fees for each of them.,,S.31.1. Schedule C. 4.d ,0euAq0000000UoPIAU,A residency agreement must include a description of all optional services and the fees for each of them.
Planning and Support Agreements,String,A residency agreement must include  the terms and conditions for the payment and refund of fees.,,S.31.1. Schedule C. 4.e ,0euAq0000000UoQIAU,A residency agreement must include  the terms and conditions for the payment and refund of fees.
Planning and Support Agreements,String,A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,,S.31.1. Schedule C. 4.f ,0euAq0000000UoRIAU,A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.
Planning and Support Agreements,String,A residency agreement must describe the circumstances in which the residency agreement may be changed.,,S.31.1. Schedule C. 5.a ,0euAq0000000UoSIAU,A residency agreement must describe the circumstances in which the residency agreement may be changed.
Planning and Support Agreements,String,"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",,S.31.1. Schedule C. 5.b ,0euAq0000000UoTIAU,"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes."
Planning and Support Agreements,String,"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",,S.31.1. Schedule C. 5.c ,0euAq0000000UoUIAU,"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident."
Planning and Support Agreements,String,A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,,S.31.1. Schedule C. 6. a ,0euAq0000000UoVIAU,A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.
Planning and Support Agreements,String,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",,S.31.1. Schedule C. 6.b.i ,0euAq0000000UoWIAU,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence."
Planning and Support Agreements,String,"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",,S.31.1. Schedule C. 6.b.ii ,0euAq0000000UoXIAU,"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices."
Planning and Support Agreements,String,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",,S.31.1. Schedule C. 6.c ,0euAq0000000UoYIAU,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises."
Planning and Support Agreements,String,"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",,S.33.1.a. Schedule D.1 ,0euAq0000000UoZIAU,"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences."
Planning and Support Agreements,String,A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,,S.33.1.a. Schedule D.2 ,0euAq0000000UoaIAE,A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.
Planning and Support Agreements,String,"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",,S.33.1.a. Schedule D. 1 ,0euAq0000000UobIAE,"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan."
Planning and Support Agreements,String,"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",,S.33.1.a. Schedule D. 2 ,0euAq0000000UocIAE,"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan."
Planning and Support Agreements,String,"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",,S.33.1.a. Schedule D. 3 ,0euAq0000000UodIAE,"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities."
Planning and Support Agreements,String,"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",,S.33.1.a. Schedule D. 4 ,0euAq0000000UoeIAE,"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations."
Health and Safety,String," means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",,S.51. Schedule E - aggression between residents,0euAq0000000UofIAE," means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital"
Health and Safety,String,"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",,S.51. Schedule E - aggressive or unusual behaviour,0euAq0000000UogIAE,"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule"
Health and Safety,String,means an attempt by a resident to take the resident's own life,,S.51. Schedule E - attempted suicide,0euAq0000000UohIAE,means an attempt by a resident to take the resident's own life
Health and Safety,String,"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",,S.51. Schedule E - choking,0euAq0000000UoiIAE,"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital"
Health and Safety,String,means the death of a resident,,S.51. Schedule E - death,0euAq0000000UojIAE,means the death of a resident
Health and Safety,String,means an outbreak or the occurrence of a disease above the incident level that is normally expected,,S.51. Schedule E - disease outbreak or occurrence,0euAq0000000UokIAE,means an outbreak or the occurrence of a disease above the incident level that is normally expected
Health and Safety,String,"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",,S.51. Schedule E - emotional abuse,0euAq0000000UolIAE,"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement"
Health and Safety,String,"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",,S.51. Schedule E - fall,0euAq0000000UomIAE,"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital"
Health and Safety,String,"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",,S.51. Schedule E - financial abuse,0euAq0000000UonIAE,"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any"
Health and Safety,String,"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",,S.51. Schedule E - food poisoning,0euAq0000000UooIAE,"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital"
Health and Safety,String,means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,,S.51. Schedule E - medication error,0euAq0000000UopIAE,means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital
Health and Safety,String,means a resident who is missing,,S.51. Schedule E - missing person,0euAq0000000UoqIAE,means a resident who is missing
Health and Safety,String,means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,,S.51. Schedule E - motor vehicle injury,0euAq0000000UorIAE,means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant
Health and Safety,String,"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",,S.51. Schedule E - neglect,0euAq0000000UosIAE,"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter"
Health and Safety,String,"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",,S.51. Schedule E - other injury,0euAq0000000UotIAE,"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule"
Health and Safety,String,"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",,S.51. Schedule E - overdose,0euAq0000000UouIAE,"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital"
Health and Safety,String,"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",,S.51. Schedule E - physical abuse,0euAq0000000UovIAE,"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident"
Health and Safety,String,"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",,S.51. Schedule E - poisoning,0euAq0000000UowIAE,"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose"
Health and Safety,String,means a request for police to attend the residence,,S.51. Schedule E - police call,0euAq0000000UoxIAE,means a request for police to attend the residence
Health and Safety,String,"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",,S.51. Schedule E - service delivery problem,0euAq0000000UoyIAE,"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents"
Health and Safety,String,"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",,S.51. Schedule E - sexual abuse,0euAq0000000UozIAE,"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents"
Health and Safety,String,means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,,S.51. Schedule E - unexpected illness,0euAq0000000Up0IAE,means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital
Operational History Assessment,Picklist,"• Appropriate reporting (e.g. 24-hr, sufficient & relevant information provided).
• Plans for prevention & mitigation of future incidents.
• Responds to & takes appropriate corrective action for RI’s (e.g. sufficient &proactive steps).",,Operational History Assessment-Reportable Incidents,0euAq0000000Up1IAE,Reportable Incidents Operational History Score
Operational History Assessment,Picklist,"• Responds to non-compliance from previous inspections (e.g. respond sufficiently, proactive steps for corrective actions).
• Identifying & responding to potential issues of non-compliance (e.g. ensures all necessary documentation for staff).",,Operational History Assessment-Inspection and follow up,0euAq0000000Up2IAE,Inspection & Follow-up Operational History Score
Operational History Assessment,Picklist,"• Maintains compliance & with terms/conditions (if applicable).
• Cooperation during an investigation (eg. proactive to H&S plan, timely document submission).
• Takes corrective & proactive action for non-compliance.
• Non-compliance (pattern or ongoing).",,Operational History Assessment-Investigation,0euAq0000000Up3IAE,Investigations Operational History Score
