Category__c,DataType,Description,Id,Name,ExternalId__c
Health and Safety,String,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,S 71.3 
Assisted Living Services,String,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",S 72.1.a 
Assisted Living Services,String,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",S 72.1.b 
Assisted Living Services,String,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",S 72.1.c 
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,S 72.2.a.i 
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,S 72.2.a.ii 
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,S 72.2.a.iii 
Residents' Rights,String,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,S 72.2.b 
Residents' Rights,String,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,S 72.2.c 
Administrative and Other Matters,String,A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,S 72.2.d 
Administrative and Other Matters,String,All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,All plans and policies that must be made under this regulation are made in writing.,S 73.1.a 
Administrative and Other Matters,String,All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,All plans and policies that must be made under this regulation are implementated.,S 73.1.b 
Administrative and Other Matters,String,All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,S 73.1.c 
Administrative and Other Matters,String,"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",S 73.1.d 
Administrative and Other Matters,String,A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,S 73.2 
Administrative and Other Matters,String,"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",S 74.a 
Administrative and Other Matters,String,"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",S.74.b 
Administrative and Other Matters,String,A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,0eubZ00000001KQQAY,A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,S. 75.  
Administrative and Other Matters,String,A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,0eubZ00000001KRQAY,A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,S. 76.a 
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",0eubZ00000001KSQAY,"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",S. 76.b 
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KTQAY,"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",S. 76.c 
Administrative and Other Matters,String,A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,0eubZ00000001KUQAY,A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,S. 76.d 
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",0eubZ00000001KVQAY,"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",S. 76.e 
Administrative and Other Matters,String,"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",0eubZ00000001KWQAY,"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",S. 76.f 
Administrative and Other Matters,String,"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",0eubZ00000001KXQAY,"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",S.77.a.i 
Administrative and Other Matters,String,"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",0eubZ00000001KYQAY,"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",S.77.a.ii 
Administrative and Other Matters,String,"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",0eubZ00000001KZQAY,"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",S.77.a.iii 
Administrative and Other Matters,String,A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,0eubZ00000001KaQAI,A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,S. 77. b 
Administrative and Other Matters,String,"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",0eubZ00000001KbQAI,"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",S. 78. 1 
Administrative and Other Matters,String,A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,0eubZ00000001KcQAI,A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,S. 78. 2 
Administrative and Other Matters,String, A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,0eubZ00000001KdQAI, A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,S. 78. 3.a 
Administrative and Other Matters,String,A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,0eubZ00000001KeQAI,A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,S. 78. 3.b  
Administrative and Other Matters,String,A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,0eubZ00000001KfQAI,A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,S. 78. 4 
Administrative and Other Matters,String,A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,0eubZ00000001KgQAI,A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,S. 79 
Planning and Support Agreements,String,A residency agreement must include all of the following:the names of the registrant and the resident.,0eubZ00000001KhQAI,A residency agreement must include all of the following:the names of the registrant and the resident.,S.31.1. Schedule C. 1.a 
Planning and Support Agreements,String,"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",0eubZ00000001KiQAI,"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",S.31.1. Schedule C. 1.b 
Planning and Support Agreements,String,"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KjQAI,"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",S.31.1. Schedule C. 1.c 
Planning and Support Agreements,String,"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",0eubZ00000001KkQAI,"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",S.31.1. Schedule C. 1.d 
Planning and Support Agreements,String,A residency agreement must include both of the following:the date on which the residency agreement is made.,0eubZ00000001KlQAI,A residency agreement must include both of the following:the date on which the residency agreement is made.,S.31.1. Schedule C. 2.a 
Planning and Support Agreements,String,A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,0eubZ00000001KmQAI,A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,S.31.1. Schedule C. 2.b 
Planning and Support Agreements,String,The following must be described in a residency agreement:the registrant's duties and responsibilities.,0eubZ00000001KnQAI,The following must be described in a residency agreement:the registrant's duties and responsibilities.,S.31.1. Schedule C. 3.a 
Planning and Support Agreements,String,"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",0eubZ00000001KoQAI,"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",S.31.1. Schedule C. 3.b 
Planning and Support Agreements,String,"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",0eubZ00000001KpQAI,"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",S.31.1. Schedule C. 3.c 
Planning and Support Agreements,String,The following must be described in a residency agreement:the rules of the assisted living residence.,0eubZ00000001KqQAI,The following must be described in a residency agreement:the rules of the assisted living residence.,S.31.1. Schedule C. 3.d 
Planning and Support Agreements,String,The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,0eubZ00000001KrQAI,The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,S.31.1. Schedule C. 3.e 
Planning and Support Agreements,String,The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,0eubZ00000001KsQAI,The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,S.31.1. Schedule C. 3.f 
Planning and Support Agreements,String,The following must be described in a residency agreement:the resident's responsibilities.,0eubZ00000001KtQAI,The following must be described in a residency agreement:the resident's responsibilities.,S.31.1. Schedule C. 3.g 
Planning and Support Agreements,String,"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",0eubZ00000001KuQAI,"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",S.31.1. Schedule C. 3.h 
Planning and Support Agreements,String,The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,0eubZ00000001KvQAI,The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,S.31.1.Schedule C. 3.i 
Planning and Support Agreements,String,A residency agreement must include an itemized list of all fees payable by the resident for residency.,0eubZ00000001KwQAI,A residency agreement must include an itemized list of all fees payable by the resident for residency.,S.31.1. Schedule C. 4.a 
Planning and Support Agreements,String,A residency agreement must include a description of the circumstances under which the fees may change.,0eubZ00000001KxQAI,A residency agreement must include a description of the circumstances under which the fees may change.,S.31.1. Schedule C. 4.b 
Planning and Support Agreements,String,A residency agreement must include a statement of when residency fees are due.,0eubZ00000001KyQAI,A residency agreement must include a statement of when residency fees are due.,S.31.1. Schedule C. 4.c 
Planning and Support Agreements,String,A residency agreement must include a description of all optional services and the fees for each of them.,0eubZ00000001KzQAI,A residency agreement must include a description of all optional services and the fees for each of them.,S.31.1. Schedule C. 4.d 
Planning and Support Agreements,String,A residency agreement must include  the terms and conditions for the payment and refund of fees.,0eubZ00000001L0QAI,A residency agreement must include  the terms and conditions for the payment and refund of fees.,S.31.1. Schedule C. 4.e 
Planning and Support Agreements,String,A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,0eubZ00000001L1QAI,A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,S.31.1. Schedule C. 4.f 
Planning and Support Agreements,String,A residency agreement must describe the circumstances in which the residency agreement may be changed.,0eubZ00000001L2QAI,A residency agreement must describe the circumstances in which the residency agreement may be changed.,S.31.1. Schedule C. 5.a 
Planning and Support Agreements,String,"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",0eubZ00000001L3QAI,"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",S.31.1. Schedule C. 5.b 
Planning and Support Agreements,String,"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",0eubZ00000001L4QAI,"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",S.31.1. Schedule C. 5.c 
Planning and Support Agreements,String,A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,0eubZ00000001L5QAI,A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,S.31.1. Schedule C. 6. a 
Planning and Support Agreements,String,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",0eubZ00000001L6QAI,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",S.31.1. Schedule C. 6.b.i 
Planning and Support Agreements,String,"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",0eubZ00000001L7QAI,"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",S.31.1. Schedule C. 6.b.ii 
Planning and Support Agreements,String,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",0eubZ00000001L8QAI,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",S.31.1. Schedule C. 6.c 
Planning and Support Agreements,String,"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",0eubZ00000001L9QAI,"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",S.33.1.a. Schedule D.1 
Planning and Support Agreements,String,A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,0eubZ00000001LAQAY,A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,S.33.1.a. Schedule D.2 
Planning and Support Agreements,String,"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",0eubZ00000001LBQAY,"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",S.33.1.a. Schedule D. 1 
Planning and Support Agreements,String,"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",0eubZ00000001LCQAY,"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",S.33.1.a. Schedule D. 2 
Planning and Support Agreements,String,"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",0eubZ00000001LDQAY,"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",S.33.1.a. Schedule D. 3 
Planning and Support Agreements,String,"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",0eubZ00000001LEQAY,"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",S.33.1.a. Schedule D. 4 
Health and Safety,String," means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LFQAY," means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",S.51. Schedule E - aggression between residents
Health and Safety,String,"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",0eubZ00000001LGQAY,"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",S.51. Schedule E - aggressive or unusual behaviour
Health and Safety,String,means an attempt by a resident to take the resident's own life,0eubZ00000001LHQAY,means an attempt by a resident to take the resident's own life,S.51. Schedule E - attempted suicide
Health and Safety,String,"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LIQAY,"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",S.51. Schedule E - choking
Health and Safety,String,means the death of a resident,0eubZ00000001LJQAY,means the death of a resident,S.51. Schedule E - death
Health and Safety,String,means an outbreak or the occurrence of a disease above the incident level that is normally expected,0eubZ00000001LKQAY,means an outbreak or the occurrence of a disease above the incident level that is normally expected,S.51. Schedule E - disease outbreak or occurrence
Health and Safety,String,"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",0eubZ00000001LLQAY,"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",S.51. Schedule E - emotional abuse
Health and Safety,String,"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LMQAY,"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",S.51. Schedule E - fall
Health and Safety,String,"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",0eubZ00000001LNQAY,"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",S.51. Schedule E - financial abuse
Health and Safety,String,"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LOQAY,"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",S.51. Schedule E - food poisoning
Health and Safety,String,means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,0eubZ00000001LPQAY,means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,S.51. Schedule E - medication error
Health and Safety,String,means a resident who is missing,0eubZ00000001LQQAY,means a resident who is missing,S.51. Schedule E - missing person
Health and Safety,String,means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,0eubZ00000001LRQAY,means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,S.51. Schedule E - motor vehicle injury
Health and Safety,String,"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",0eubZ00000001LSQAY,"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",S.51. Schedule E - neglect
Health and Safety,String,"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",0eubZ00000001LTQAY,"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",S.51. Schedule E - other injury
Health and Safety,String,"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",0eubZ00000001LUQAY,"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",S.51. Schedule E - overdose
Health and Safety,String,"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",0eubZ00000001LVQAY,"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",S.51. Schedule E - physical abuse
Health and Safety,String,"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",0eubZ00000001LWQAY,"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",S.51. Schedule E - poisoning
Health and Safety,String,means a request for police to attend the residence,0eubZ00000001LXQAY,means a request for police to attend the residence,S.51. Schedule E - police call
Health and Safety,String,"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",0eubZ00000001LYQAY,"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",S.51. Schedule E - service delivery problem
Health and Safety,String,"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",0eubZ00000001LZQAY,"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",S.51. Schedule E - sexual abuse
Health and Safety,String,means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,0eubZ00000001LaQAI,means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,S.51. Schedule E - unexpected illness
Operational History Assessment,Picklist,"• Appropriate reporting (e.g. 24-hr, sufficient & relevant information provided).
• Plans for prevention & mitigation of future incidents.
• Responds to & takes appropriate corrective action for RI’s (e.g. sufficient &proactive steps).",0eubZ00000001LbQAI,Reportable Incidents Operational History Score,Operational History Assessment-Reportable Incidents
Operational History Assessment,Picklist,"• Responds to non-compliance from previous inspections (e.g. respond sufficiently, proactive steps for corrective actions).
• Identifying & responding to potential issues of non-compliance (e.g. ensures all necessary documentation for staff).",0eubZ00000001LcQAI,Inspection & Follow-up Operational History Score,Operational History Assessment-Inspection and follow up
Operational History Assessment,Picklist,"• Maintains compliance & with terms/conditions (if applicable).
• Cooperation during an investigation (eg. proactive to H&S plan, timely document submission).
• Takes corrective & proactive action for non-compliance.
• Non-compliance (pattern or ongoing).",0eubZ00000001LdQAI,Investigations Operational History Score,Operational History Assessment-Investigation
