AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,AssessmentTaskDefinition.Name,AssessmentTaskDefinitionId,DisplayOrder,ExternalId__c,Id
S 38.2.c.ii ,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the failure to intervene or to prevent the resident from carrying out the decision maybe neglect within the meaning of Schedule E.,0eubZ00000001HZQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,BS2AI0PHTT4YUSU5GN
S 38.2.d ,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the registrant is acting in accordance with the resident's residency agreement or personal service plan.,0eubZ00000001HaQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,WQPVRQBRKMZUPHC2EA
S 38.2.e ,A registrant may intervene or prevent a resident from carrying out a personal decision in any of the following circumstances:the registrant is taking an action required or permitted under the Adult Guardianship Act or another enactment.,0eubZ00000001HbQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,IC2AEKGYZUSSCBCCU0
S 39.1 ,"A registrant must, to the greatest extent possible while maintaining the health and safety of all residents, ensure respect for the personal privacy of each resident, including the privacy of each resident's unit, belongings and storage area.",0eubZ00000001HcQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,HK78RE6EIHROQ8SYTE
S 39.2 ,A registrant must not use electronic surveillance in a unit or washroom.,0eubZ00000001HdQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,WT3ZDADDT28WBLV8N6
S 40.1.a ,"A registrant must do both of the following:monitor residents' health and safety, taking reasonable steps to avoid undue interference with personal privacy.",0eubZ00000001HeQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,Z0R6QQUDZFZBHW05B5
S 40.1.b ,"A registrant must do both of the following:advise a resident and, if appropriate, a resident's contact person if the resident's health or safety is or may be jeopardized.",0eubZ00000001HfQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,5CCW8DDZLIDRR7QEQ2
S 41.1 ,Registrant of MH/SN class must maintain H&S of all residents and ensure that a res may receive at any time and communicate privately with visitors of the res choice,0eubZ00000001HjQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,EARGR5XN0PYZALXGML
S 41.2 ,"A registrant who operates an assisted living residence of the Supportive Recovery class must make a policy respecting visitation by and communication with non-residents, including any restrictions on these activities.",0eubZ00000001HkQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,D7IPHZ02F7FDZLCNWA
S 43.1.a.i ,"A registrant must make a policy describing how residents and their contact persons and personal representatives, may bring a concern or make a complaint to the registrant about any matter relevant to the operation of the assisted living residence",0eubZ00000001HoQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,DZEVT8PFSWM50CCXY9
S 43.1.a.ii ,Registrant must make a policy on how residents and their contact persons and personal Rep may bring a concern or make a complaint to the registrant about any matter relevant to the provision of hospitality services and assisted living services,0eubZ00000001HpQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,XBHN7KZFZSR1WZJLIU
S 43.1.a.iii ,"A registrant must make a policy describing how residents and their contact persons and personal representatives, may bring a concern or make a complaint to the registrant about any matter relevant tothe implementation of their residency agreements",0eubZ00000001HqQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,ZAENZFLH2RBPTHGXKV
S 43.1.b ,"A registrant must make a policy describing how concerns will be addressed and complaints will be resolved in a fair, timely and effective manner",0eubZ00000001HrQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,C0JARQ97NJHHQHHAI9
S 43.2 ,A registrant must display in a prominent place in the assisted living residence the information described in section 31 (3) (b) [residency agreement] respecting complaints to the registrar.,0eubZ00000001HsQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,X8M0ELGSLESYOWOKFY
S 43.3.a ,"If a concern is brought or a complaint is made to the registrant, the registrant must  make reasonable attempts to address the concern or resolve the complaint",0eubZ00000001HtQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,0YZ6DPJVQGRJTOIGHW
S 43.3.b ,"If a concern is brought or a complaint is made to the registrant, the registrant must make a record of the concern or complaint and the actions taken under paragraph",0eubZ00000001HuQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,UAFSPOIWKZ5STSKRIN
S 43.4.a ,"A registrant must ensure that a resident is not subject to  interference or obstruction, including by intimidation, if the resident wishes or attempts to contact the registrar to make a complain",0eubZ00000001HvQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,WEHFNOBD5E1L7WK3PM
S 43.4.b ,"A registrant must ensure that a resident is not subject to retaliation as a result of concerns brought or complaints made to the registrant, or complaints made to the registrar.",0eubZ00000001HwQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,LTWGGNSCE8SSOD6AK6
S 44.1.a ,A registrant must make a policy describing the procedures to be followedto determine if a resident may no longer reside in the assisted living residence.,0eubZ00000001HxQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,IT3EJXC2FAZGUDUCYR
S 44.1.b ,A registrant must make a policy describing the procedures to be followedto end the resident's residency.,0eubZ00000001HyQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,6T2VBNCJFYVNHMOPSE
S 45.1.a ,"Registrant must develop transition plan for ending a resident's residency when needs & capabilities change, resident requires care or is no longer allowed, under section 26.1 [persons not allowed to reside in AL residence] of the Act, to reside in the AL",0eubZ00000001I8QAI,Planning and Support Agreements SU Compliance,0Z4bZ00000000C7SAI,,Planning and Support Agreements SU Compliance,RZKXEXWCKDRERYVMGK
S 45.1.b ,A registrant must ensure that a transition plan is developed for a resident that provides for ending a resident's residency if any of the following circumstances occur:the resident no longer requires assisted living services.,0eubZ00000001I9QAI,Planning and Support Agreements SU Compliance,0Z4bZ00000000C7SAI,,Planning and Support Agreements SU Compliance,DHM4RJIHY5NPWTHAUP
S 45.1.c ,A registrant must ensure that a transition plan is developed for a resident that provides for ending a resident's residency if any of the following circumstances occur:the resident expresses an intention to end the resident's residency.,0eubZ00000001IAQAY,Planning and Support Agreements SU Compliance,0Z4bZ00000000C7SAI,,Planning and Support Agreements SU Compliance,F1K3BY7EFQMMKTKDDZ
S 45.1.d ,Registrant must develop a transition plan that provides for ending a resident's residency if the resident resides in an AL residence of the SU class and chooses to use a med that is not permitted under the med policy of the AL residence.,0eubZ00000001IBQAY,Planning and Support Agreements SU Compliance,0Z4bZ00000000C7SAI,,Planning and Support Agreements SU Compliance,BUMCFCMKKLNYTUYJLJ
S 45.2.a ,"A registrant must ensure that a transition plan describes all of the following:when and by whom the resident will be moved out of the assisted living residence, and, if known, where the resident will be moved to.",0eubZ00000001ICQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,TBABAOSOUOYDVKPBWO
S 45.2.b.i ,"Registrant must ensure transition plan describes how any risks to the H&S of the resident will be minimized before, during & after the move, including any changes to the AL services that will be provided to the resident while awaiting the move.",0eubZ00000001IDQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,DLGKDNK0BAHPS77FC7
S 45.2.b.ii ,"Registrant must ensure transition plan describes risks to H&S of resident will be minimized before, during & after the move, & of an AL res of SU class, info or referrals re access to housing supports, pro hlth services & social services after the move.",0eubZ00000001IEQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,6ZUQVUCFGM97KPGQOF
S 45.3.a ,A registrant must ensure that a transition plan is developed with the participation ofthe resident.,0eubZ00000001IFQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,DHLX5SDRHNTNSV6SIG
S 45.3.c.i ,"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's contact person.",0eubZ00000001IHQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,LHT8SGPOVKTUZZ5TCA
S 45.3.c.ii ,"A registrant must ensure that a transition plan is developed with the participation ofone or more of the following, if and as requested by the resident and to the extent it is reasonably practical to do so:the resident's personal representative, if any.",0eubZ00000001IIQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,B9OCILJJLEECY3NRY1
S 45.3.c.iii ,"Registrant must ensure that a transition plan is developed with the participation of one or more, if & as requested by the resident & to the extent reasonably practical to do so: the resident's med prac, nurse prac, or other appropriate hlth professional.",0eubZ00000001IJQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,CUWEOJPSC2BYDLF7EM
S 46.1.a ,"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave under terms of resident's res agreement, a registrant must notify person's contact & if the person is the beneficiary of a funding program, a rep of the funding program.",0eubZ00000001IKQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,PMS5OYUSEQO8FC0FF2
S 46.1.b.i ,"If residency ends unexpectedly, i.e. abandons the AL residence or required to leave (terms of resident's res agreement) a registrant must unless not practicable provide the person info re access to housing supports, pro hlth services & social services.",0eubZ00000001ILQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,4IABUFONR5XVHCMKEF
S 46.1.b.ii ,"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",0eubZ00000001IMQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,6XVLX5WY5JJJLYQRXE
S 46.1.c ,"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must as practicable make a record of the event and of the actions taken under paragraphs .a.",0eubZ00000001INQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,IFESAOYPJKXTH1WJFB
S 47.1.a ,A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,0eubZ00000001IOQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,7GK94GZFDRGYEUX5PS
S 47.1.b ,A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,0eubZ00000001IPQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,PRWTID8CNSLWX2WZNG
S 48.2.a ,A registrant must ensure thatno one other than a resident engages in a restricted activity while on the premises of the assisted living residence.,0eubZ00000001IRQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,VAD6PRRMXPEZJWLEPG
S 48.2.b ,A registrant must ensure thatemployees do not engage in restricted consumption while providing services to residents.,0eubZ00000001ISQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,2J5KQI00G0MNPEKDT9
S 48.2.c ,"A registrant must ensure thatif necessary for the safety of the resident, a resident who engages in restricted consumption is supervised.",0eubZ00000001ITQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,8JO4CRKMMIR5UGM0IG
S 48.3.a ,"A registrant must make a policy respecting all of the following:the engagement by residents in restricted activities, other than the consumption of medical cannabis, on the premises.",0eubZ00000001IUQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,H7YZEPEZ3HKBLJ65CT
S 48.3.b ,"A registrant must make a policy respecting all of the following:the possession and disposal by anyone of tobacco, e-cigarettes and cannabis, other than medical cannabis, on the premises.",0eubZ00000001IVQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,E3U3RXE9CQQVJG9Y8R
S 48.4.a ,A registrant must ensure that the policy required under subsection .4includes any restrictions on those activities on the premises.,0eubZ00000001IWQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,PAZMXIXTZKEI3HIDFM
S 49.2 ,"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",0eubZ00000001IZQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,T3ZXW3O6XR4KQ75HCZ
S 49.3 ,"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",0eubZ00000001IaQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,YYAVTZQ6LNDQTVLB6D
S 49.4 ,Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,0eubZ00000001IbQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,AXEAL1YM2FPNUIIKZV
S 50.1 ,"A registrant must ensure that a resident is not, in the course of receiving hospitality services or assisted living services, subjected to any type of abuse or neglect described in Schedule E.",0eubZ00000001IcQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,XFTN1SCMIJ1VNQYM0R
S 51.1.a ,This section applies if a resident isthe subject of or witnesses a type of incident described in Schedule E.,0eubZ00000001IdQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,DGIZ1GDOGK6PSY4WFJ
S 51.1.b ,This section applies if a resident isthe subject of an alleged or suspected incident of any type of abuse or neglect described in Schedule E.,0eubZ00000001IeQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,02OK2P9GVO4KLX2UZE
S 51.2.a ,A registrant must do all of the following if this section applies:take immediate and appropriate action to respond to the incident.,0eubZ00000001IfQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,8D9MYYAA2HCMCWM0RV
S 51.2.b.i ,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",0eubZ00000001IgQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,KEIWICJSXD23TBVPYM
S 51.2.b.ii ,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the resident's contact person, if appropriate, and any other person the resident requests.",0eubZ00000001IhQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,ELWSULDOB9S0KCPKRU
S 51.2.b.iii ,"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:if the resident is the beneficiary of a funding program, a representative of the funding program.",0eubZ00000001IiQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,DYGYSWSGQ35WVP92XJ
S 51.2.c ,A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,0eubZ00000001IjQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,VWTYREQBGMTW00KJJD
S 52.1 , A registrant must make a plan describing the procedures to be followed on becoming aware that a resident is a missing person within the meaning of Schedule E.,0eubZ00000001IkQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,V3BPUW28M8PDJSOQBS
S 53.1.a ,"If the registrar reasonably believes that the health or safety of residents may be jeopardized, the registrar may require a registrant to make a plan to protect the health and safety of residentsafter conducting an inspection.",0eubZ00000001IlQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,PPCXI5XR95TBZBO8WO
S 54.1.a ,A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001IoQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,EI2MDKVGYOFIIFECUJ
S 54.1.b ,A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001IpQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,HQXXRTQVMN3TZJIR8G
S 55.2.a ,"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",0eubZ00000001IrQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,5N6AVC4KB7LBCZDGM6
S 55.2.b ,A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,0eubZ00000001IsQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,YCGIK9B51EQ656U7JK
S 55.2.c ,"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",0eubZ00000001ItQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,GYYXECK6D9QWVIEWQC
S 55.3.a ,A registrant must consult with a dietitianto make an initial menu plan.,0eubZ00000001IuQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,WWQ90OO6E1GOPAOYYL
S 55.3.b.i ,"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan ifthe daily menu changes significantly.",0eubZ00000001IvQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,2JEBIY9JNVKPIYJKOU
S 55.3.b.ii ,"A registrant must consult with a dietitianto review and, if appropriate, revise the menu plan if5 years have passed since the menu plan was last reviewed.",0eubZ00000001IwQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,O7IQMGGAXQKHYQMZIY
S 55.4.a ,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatthe daily menu remains consistent with the recommendations set out in Canada's Food Guide.",0eubZ00000001IxQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,UUN9K2P9O7YQ1XQQ82
S 55.4.b ,"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",0eubZ00000001IyQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,OWRBAEM6J7SM40UGLN
S 56.1.a ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare consistent with the menu plan,",0eubZ00000001IzQAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,RNH1STFUIE3Q8AAWMB
S 56.1.b ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare palatable and safe for residents, taking into consideration residents' needs and capabilities.",0eubZ00000001J0QAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,IIK3CMEN2DWLRM0IWO
S 56.1.c ,"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",0eubZ00000001J1QAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,NXD9KOEWF0ARCDGIXV
S 56.3 ,A registrant must post or otherwise provide to residents the daily menu and meal times.,0eubZ00000001J3QAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,OOGKTFEHOA8KNQEXD6
S 57.1.a ,"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",0eubZ00000001J7QAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,OFY89NX8NJOPB1VKXO
S 57.1.b ,A registrant must provide housekeeping services thattake into consideration the needs and capabilities of residents.,0eubZ00000001J8QAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,HN6ZEHGDJ46M8EKXJ4
S 58.1 ,"In this section, ""linens"" means bed sheets, blankets, towels and face cloths.",0eubZ00000001J9QAI,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,AWDJYCDDRTN4YJN8XM
S 58.2 ,A registrant must provide linens to residents who require them.,0eubZ00000001JAQAY,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,DZND4UERT9VOWDQTHS
S 58.3.a ,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedat least weekly.",0eubZ00000001JBQAY,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,LNSNIAPJC9DWVKMKQX
S 58.3.b ,"A registrant must ensure that linens are clean, dry and in good condition, and are launderedmore often as needed to maintain resident health and meet resident needs.",0eubZ00000001JCQAY,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,WTUROR5WRDALDOXOXT
S 58.4 ,A registrant must provide to residents either personal laundry service or laundry equipment for resident use.,0eubZ00000001JDQAY,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,REAOIWHZYRSKQ8QKRU
S 59.1 ,"A registrant must provide to residents a program of social and recreational activities that are appropriate to resident needs, capabilities and preferences.",0eubZ00000001JEQAY,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,GO1EGOGHKWDOTWDFXI
S 59.2 ,A registrant must post or otherwise provide to residents a calendar of the program of social and recreational activities.,0eubZ00000001JFQAY,Hospitality Service SU Compliance,0Z4bZ00000000C9SAI,,Hospitality Service SU Compliance,FP9RP0MUQ8TYZVJY0I
S 60.1.a ,A registrant must provide to residents a 24 hour emergency response system thatenables residents to summon help during a personal emergency.,0eubZ00000001JHQAY,Emergency Preparedness SU Compliance,0Z4bZ00000000C4SAI,,Emergency Preparedness SU Compliance,WFOV9AYSHX10XRJGRF
S 60.1.b ,A registrant must provide to residents a 24 hour emergency response system thatis accessible to residents in a manner appropriate to resident needs and capabilities.,0eubZ00000001JIQAY,Emergency Preparedness SU Compliance,0Z4bZ00000000C4SAI,,Emergency Preparedness SU Compliance,TDANKIKSM3YGOKNDAA
S 61.1.a ,A registrant must ensure that assisted living services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001JJQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,1GLTR207OCZYZBQ1XH
S 61.1.b ,A registrant must ensure that assisted living services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001JKQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,ANBEUTUTFLJLJO9YKL
S 61.2.a ,A registrant must ensure that assisted living services are providedto a resident in accordance with the resident's personal service plan.,0eubZ00000001JLQAY,Planning and Support Agreements SU Compliance,0Z4bZ00000000C7SAI,,Planning and Support Agreements SU Compliance,FTPOCPQCVBP38N0FDW
S 61.2.b ,"A registrant must ensure that assisted living services are providedby individuals who have the necessary training, experience, skills and other qualifications to provide the service.",0eubZ00000001JMQAY,Planning and Support Agreements SU Compliance,0Z4bZ00000000C7SAI,,Planning and Support Agreements SU Compliance,TUYY2QRNZ3JKY7QLGA
S 61.3.a ,Subject to subsection .5receive a particular professional health service.,0eubZ00000001JNQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,ROS97L9Z3SKTC02S0A
S 61.3.b ,"Subject to subsection .6receive a professional health service from a person the resident chooses, including a person who is not employed by the registrant.",0eubZ00000001JOQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,PU0C7LTVJBXTIHYII5
S 61.3.c ,"Subject to subsection .7take a particular medication, if prescribed by a health professional.",0eubZ00000001JPQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,4THC0QLDHUEHFCBHWG
S 61.3.d ,Subject to subsection .8receive a medication from a particular pharmacy.,0eubZ00000001JQQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,HXL4WS2RX871QCWTFS
S 61.4 ,"Subsection (3) of this section does not apply in any of the circumstances listed in section 38 (2) (a), (b), (c) or (e) [respect for personal decisions].",0eubZ00000001JRQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,AS54ISINGKZCTRVYHA
S 62.1 ,"A registrant who provides assistance with activities of daily living must do so in a manner that takes into consideration residents' safety, needs, capabilities and preferences.",0eubZ00000001JTQAY,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,2UGNZT7G5KDJLGV0QP
S 63.1.a ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:receiving residents' medication from a pharmacy.",0eubZ00000001JUQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,YGD1PIEAV1URCCPHKX
S 63.1.b ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:safekeeping medication on behalf of residents.",0eubZ00000001JVQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,K0DI1BSHF9CQ3EXDEJ
S 63.1.c ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:distributing medication to residents from the place where it is kept.",0eubZ00000001JWQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,A73PFBNPSGKWUR07S5
S 63.1.d ,"In paragraph.b) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing medication"" includes one or more of the following:administering medication to residents.",0eubZ00000001JXQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,CR3AQY1J1J0ROQHABV
S 64.1.a ,A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toensure that assistance with managing medication is provided in a manner that does not jeopardize health or safety.,0eubZ00000001JYQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,G7LKXSMGTWEEBWYA5B
S 64.1.b ,"A registrant who provides assistance with managing medication must make a plan describing the procedures to be followed toprevent theft of medication, if the registrant provides assistance with receiving, safekeeping or distributing medication.",0eubZ00000001JZQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,IZHOGKI0DKTCARQAHV
S 64.2 ,A registrant who provides assistance with managing medication must make a record for each resident receiving the service that includes a list of the resident's medications.,0eubZ00000001JaQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,TWB8F72RNIHH6FIVRR
S 64.3 ,A registrant who provides assistance with managing medication must support and encourage those residents who have the ability to do so without jeopardizing their health or safety to self-manage medication.,0eubZ00000001JbQAI,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,,Residents' Rights SU Compliance,O7PNQOLUZGJYRHLKKN
