AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,ExternalId__c (Assessment Indicator Definition),ExternalId__c Reg Code,Id,RegulatoryCode.ExternalId__c,RegulatoryCode.RegulatoryAuthorityId,RegulatoryCodeId
S 65.1.a.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,S 65.1.a.i ,S 65.1.a.i ,S 65.1.a.i ,0fMbZ00000000qKUAQ,S 65.1.a.i ,19pbZ00000002kzQAA,0fCbZ00000000tqUAA
S 65.1.a.ii ,"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",0eubZ00000001JfQAI,S 65.1.a.ii ,S 65.1.a.ii ,S 65.1.a.ii ,0fMbZ00000000qLUAQ,S 65.1.a.ii ,19pbZ00000002kzQAA,0fCbZ00000000trUAA
S 65.1.b ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,S 65.1.b ,S 65.1.b ,S 65.1.b ,0fMbZ00000000qMUAQ,S 65.1.b ,19pbZ00000002kzQAA,0fCbZ00000000tsUAA
S 65.1.c ,"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",0eubZ00000001JhQAI,S 65.1.c ,S 65.1.c ,S 65.1.c ,0fMbZ00000000qNUAQ,S 65.1.c ,19pbZ00000002kzQAA,0fCbZ00000000ttUAA
S 65.1.d.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,0eubZ00000001JiQAI,S 65.1.d.i ,S 65.1.d.i ,S 65.1.d.i ,0fMbZ00000000qOUAQ,S 65.1.d.i ,19pbZ00000002kzQAA,0fCbZ00000000tuUAA
S 65.1.d.ii ,Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,0eubZ00000001JjQAI,S 65.1.d.ii ,S 65.1.d.ii ,S 65.1.d.ii ,0fMbZ00000000qPUAQ,S 65.1.d.ii ,19pbZ00000002kzQAA,0fCbZ00000000tvUAA
S 65.1.d.iii ,Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,0eubZ00000001JkQAI,S 65.1.d.iii ,S 65.1.d.iii ,S 65.1.d.iii ,0fMbZ00000000qQUAQ,S 65.1.d.iii ,19pbZ00000002kzQAA,0fCbZ00000000twUAA
S 66.1 ,A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,S 66.1 ,S 66.1 ,S 66.1 ,0fMbZ00000000qRUAQ,S 66.1 ,19pbZ00000002kzQAA,0fCbZ00000000txUAA
S 67.1.a ,A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,0eubZ00000001JmQAI,S 67.1.a ,S 67.1.a ,S 67.1.a ,0fMbZ00000000qSUAQ,S 67.1.a ,19pbZ00000002kzQAA,0fCbZ00000000tyUAA
S 67.1.b ,"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,S 67.1.b ,S 67.1.b ,S 67.1.b ,0fMbZ00000000qTUAQ,S 67.1.b ,19pbZ00000002kzQAA,0fCbZ00000000tzUAA
S 67.2.a ,"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",0eubZ00000001JoQAI,S 67.2.a ,S 67.2.a ,S 67.2.a ,0fMbZ00000000qUUAQ,S 67.2.a ,19pbZ00000002kzQAA,0fCbZ00000000u0UAA
S 67.2.b ,A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,0eubZ00000001JpQAI,S 67.2.b ,S 67.2.b ,S 67.2.b ,0fMbZ00000000qVUAQ,S 67.2.b ,19pbZ00000002kzQAA,0fCbZ00000000u1UAA
S 67.2.c.i ,A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,S 67.2.c.i ,S 67.2.c.i ,S 67.2.c.i ,0fMbZ00000000qWUAQ,S 67.2.c.i ,19pbZ00000002kzQAA,0fCbZ00000000u2UAA
S 67.2.c.ii ,"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,S 67.2.c.ii ,S 67.2.c.ii ,S 67.2.c.ii ,0fMbZ00000000qXUAQ,S 67.2.c.ii ,19pbZ00000002kzQAA,0fCbZ00000000u3UAA
S 68.1.a ,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",0eubZ00000001JsQAI,S 68.1.a ,S 68.1.a ,S 68.1.a ,0fMbZ00000000qYUAQ,S 68.1.a ,19pbZ00000002kzQAA,0fCbZ00000000u4UAA
S 68.1.b ,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",0eubZ00000001JtQAI,S 68.1.b ,S 68.1.b ,S 68.1.b ,0fMbZ00000000qZUAQ,S 68.1.b ,19pbZ00000002kzQAA,0fCbZ00000000u5UAA
S 68.2 ,A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,0eubZ00000001JuQAI,S 68.2 ,S 68.2 ,S 68.2 ,0fMbZ00000000qaUAA,S 68.2 ,19pbZ00000002kzQAA,0fCbZ00000000u6UAA
S 69.1 ,"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,S 69.1 ,S 69.1 ,S 69.1 ,0fMbZ00000000qbUAA,S 69.1 ,19pbZ00000002kzQAA,0fCbZ00000000u7UAA
S 69.2.a.i ,Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,S 69.2.a.i ,S 69.2.a.i ,S 69.2.a.i ,0fMbZ00000000qcUAA,S 69.2.a.i ,19pbZ00000002kzQAA,0fCbZ00000000u8UAA
S 69.2.a.ii ,"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,S 69.2.a.ii ,S 69.2.a.ii ,S 69.2.a.ii ,0fMbZ00000000qdUAA,S 69.2.a.ii ,19pbZ00000002kzQAA,0fCbZ00000000u9UAA
S 69.2.b ,"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,S 69.2.b ,S 69.2.b ,S 69.2.b ,0fMbZ00000000qeUAA,S 69.2.b ,19pbZ00000002kzQAA,0fCbZ00000000uAUAQ
S 69.2.c ,"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,S 69.2.c ,S 69.2.c ,S 69.2.c ,0fMbZ00000000qfUAA,S 69.2.c ,19pbZ00000002kzQAA,0fCbZ00000000uBUAQ
S 69.3 ,A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,S 69.3 ,S 69.3 ,S 69.3 ,0fMbZ00000000qgUAA,S 69.3 ,19pbZ00000002kzQAA,0fCbZ00000000uCUAQ
S 70.1.a ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,S 70.1.a ,S 70.1.a ,S 70.1.a ,0fMbZ00000000qhUAA,S 70.1.a ,19pbZ00000002kzQAA,0fCbZ00000000uDUAQ
S 70.1.b ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,S 70.1.b ,S 70.1.b ,S 70.1.b ,0fMbZ00000000qiUAA,S 70.1.b ,19pbZ00000002kzQAA,0fCbZ00000000uEUAQ
S 70.1.c ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,S 70.1.c ,S 70.1.c ,S 70.1.c ,0fMbZ00000000qjUAA,S 70.1.c ,19pbZ00000002kzQAA,0fCbZ00000000uFUAQ
S 70.2.a ,"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,S 70.2.a ,S 70.2.a ,S 70.2.a ,0fMbZ00000000qkUAA,S 70.2.a ,19pbZ00000002kzQAA,0fCbZ00000000uGUAQ
S 70.2.b ,"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,S 70.2.b ,S 70.2.b ,S 70.2.b ,0fMbZ00000000qlUAA,S 70.2.b ,19pbZ00000002kzQAA,0fCbZ00000000uHUAQ
S 70.3 ,A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,S 70.3 ,S 70.3 ,S 70.3 ,0fMbZ00000000qmUAA,S 70.3 ,19pbZ00000002kzQAA,0fCbZ00000000uIUAQ
S 71.1 ,"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,S 71.1 ,S 71.1 ,S 71.1 ,0fMbZ00000000qnUAA,S 71.1 ,19pbZ00000002kzQAA,0fCbZ00000000uJUAQ
S 71.2 ,"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,S 71.2 ,S 71.2 ,S 71.2 ,0fMbZ00000000qoUAA,S 71.2 ,19pbZ00000002kzQAA,0fCbZ00000000uKUAQ
S 71.3 ,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,S 71.3 ,S 71.3 ,S 71.3 ,0fMbZ00000000qpUAA,S 71.3 ,19pbZ00000002kzQAA,0fCbZ00000000uLUAQ
S 72.1.a ,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,S 72.1.a ,S 72.1.a ,S 72.1.a ,0fMbZ00000000qqUAA,S 72.1.a ,19pbZ00000002kzQAA,0fCbZ00000000uMUAQ
S 72.1.b ,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,S 72.1.b ,S 72.1.b ,S 72.1.b ,0fMbZ00000000qrUAA,S 72.1.b ,19pbZ00000002kzQAA,0fCbZ00000000uNUAQ
S 72.1.c ,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,S 72.1.c ,S 72.1.c ,S 72.1.c ,0fMbZ00000000qsUAA,S 72.1.c ,19pbZ00000002kzQAA,0fCbZ00000000uOUAQ
S 72.2.a.i ,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,S 72.2.a.i ,S 72.2.a.i ,S 72.2.a.i ,0fMbZ00000000qtUAA,S 72.2.a.i ,19pbZ00000002kzQAA,0fCbZ00000000uPUAQ
S 72.2.a.ii ,A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,S 72.2.a.ii ,S 72.2.a.ii ,S 72.2.a.ii ,0fMbZ00000000quUAA,S 72.2.a.ii ,19pbZ00000002kzQAA,0fCbZ00000000uQUAQ
S 72.2.a.iii ,A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,S 72.2.a.iii ,S 72.2.a.iii ,S 72.2.a.iii ,0fMbZ00000000qvUAA,S 72.2.a.iii ,19pbZ00000002kzQAA,0fCbZ00000000uRUAQ
S 72.2.b ,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,S 72.2.b ,S 72.2.b ,S 72.2.b ,0fMbZ00000000qwUAA,S 72.2.b ,19pbZ00000002kzQAA,0fCbZ00000000uSUAQ
S 72.2.c ,A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,S 72.2.c ,S 72.2.c ,S 72.2.c ,0fMbZ00000000qxUAA,S 72.2.c ,19pbZ00000002kzQAA,0fCbZ00000000uTUAQ
S 72.2.d ,A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,S 72.2.d ,S 72.2.d ,S 72.2.d ,0fMbZ00000000qyUAA,S 72.2.d ,19pbZ00000002kzQAA,0fCbZ00000000uUUAQ
S 73.1.a ,All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,S 73.1.a ,S 73.1.a ,S 73.1.a ,0fMbZ00000000qzUAA,S 73.1.a ,19pbZ00000002kzQAA,0fCbZ00000000uVUAQ
S 73.1.b ,All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,S 73.1.b ,S 73.1.b ,S 73.1.b ,0fMbZ00000000r0UAA,S 73.1.b ,19pbZ00000002kzQAA,0fCbZ00000000uWUAQ
S 73.1.c ,All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,S 73.1.c ,S 73.1.c ,S 73.1.c ,0fMbZ00000000r1UAA,S 73.1.c ,19pbZ00000002kzQAA,0fCbZ00000000uXUAQ
S 73.1.d ,"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,S 73.1.d ,S 73.1.d ,S 73.1.d ,0fMbZ00000000r2UAA,S 73.1.d ,19pbZ00000002kzQAA,0fCbZ00000000uYUAQ
S 73.2 ,A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,S 73.2 ,S 73.2 ,S 73.2 ,0fMbZ00000000r3UAA,S 73.2 ,19pbZ00000002kzQAA,0fCbZ00000000uZUAQ
S 74.a ,"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,S 74.a ,S 74.a ,S 74.a ,0fMbZ00000000r4UAA,S 74.a ,19pbZ00000002kzQAA,0fCbZ00000000uaUAA
S.74.b ,"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,S.74.b ,S.74.b ,S.74.b ,0fMbZ00000000r5UAA,S.74.b ,19pbZ00000002kzQAA,0fCbZ00000000ubUAA
S. 75.  ,A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,0eubZ00000001KQQAY,S. 75.  ,S. 75.  ,S. 75.  ,0fMbZ00000000r6UAA,S. 75.  ,19pbZ00000002kzQAA,0fCbZ00000000ucUAA
S. 76.a ,A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,0eubZ00000001KRQAY,S. 76.a ,S. 76.a ,S. 76.a ,0fMbZ00000000r7UAA,S. 76.a ,19pbZ00000002kzQAA,0fCbZ00000000udUAA
S. 76.b ,"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",0eubZ00000001KSQAY,S. 76.b ,S. 76.b ,S. 76.b ,0fMbZ00000000r8UAA,S. 76.b ,19pbZ00000002kzQAA,0fCbZ00000000ueUAA
S. 76.c ,"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KTQAY,S. 76.c ,S. 76.c ,S. 76.c ,0fMbZ00000000r9UAA,S. 76.c ,19pbZ00000002kzQAA,0fCbZ00000000ufUAA
S. 76.d ,A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,0eubZ00000001KUQAY,S. 76.d ,S. 76.d ,S. 76.d ,0fMbZ00000000rAUAQ,S. 76.d ,19pbZ00000002kzQAA,0fCbZ00000000ugUAA
S. 76.e ,"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",0eubZ00000001KVQAY,S. 76.e ,S. 76.e ,S. 76.e ,0fMbZ00000000rBUAQ,S. 76.e ,19pbZ00000002kzQAA,0fCbZ00000000uhUAA
S. 76.f ,"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",0eubZ00000001KWQAY,S. 76.f ,S. 76.f ,S. 76.f ,0fMbZ00000000rCUAQ,S. 76.f ,19pbZ00000002kzQAA,0fCbZ00000000uiUAA
S.77.a.i ,"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",0eubZ00000001KXQAY,S.77.a.i ,S.77.a.i ,S.77.a.i ,0fMbZ00000000rDUAQ,S.77.a.i ,19pbZ00000002kzQAA,0fCbZ00000000ujUAA
S.77.a.ii ,"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",0eubZ00000001KYQAY,S.77.a.ii ,S.77.a.ii ,S.77.a.ii ,0fMbZ00000000rEUAQ,S.77.a.ii ,19pbZ00000002kzQAA,0fCbZ00000000ukUAA
S.77.a.iii ,"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",0eubZ00000001KZQAY,S.77.a.iii ,S.77.a.iii ,S.77.a.iii ,0fMbZ00000000rFUAQ,S.77.a.iii ,19pbZ00000002kzQAA,0fCbZ00000000ulUAA
S. 77. b ,A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,0eubZ00000001KaQAI,S. 77. b ,S. 77. b ,S. 77. b ,0fMbZ00000000rGUAQ,S. 77. b ,19pbZ00000002kzQAA,0fCbZ00000000umUAA
S. 78. 1 ,"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",0eubZ00000001KbQAI,S. 78. 1 ,S. 78. 1 ,S. 78. 1 ,0fMbZ00000000rHUAQ,S. 78. 1 ,19pbZ00000002kzQAA,0fCbZ00000000unUAA
S. 78. 2 ,A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,0eubZ00000001KcQAI,S. 78. 2 ,S. 78. 2 ,S. 78. 2 ,0fMbZ00000000rIUAQ,S. 78. 2 ,19pbZ00000002kzQAA,0fCbZ00000000uoUAA
S. 78. 3.a , A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,0eubZ00000001KdQAI,S. 78. 3.a ,S. 78. 3.a ,S. 78. 3.a ,0fMbZ00000000rJUAQ,S. 78. 3.a ,19pbZ00000002kzQAA,0fCbZ00000000upUAA
S. 78. 3.b  ,A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,0eubZ00000001KeQAI,S. 78. 3.b  ,S. 78. 3.b  ,S. 78. 3.b  ,0fMbZ00000000rKUAQ,S. 78. 3.b  ,19pbZ00000002kzQAA,0fCbZ00000000uqUAA
S. 78. 4 ,A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,0eubZ00000001KfQAI,S. 78. 4 ,S. 78. 4 ,S. 78. 4 ,0fMbZ00000000rLUAQ,S. 78. 4 ,19pbZ00000002kzQAA,0fCbZ00000000urUAA
S. 79 ,A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,0eubZ00000001KgQAI,S. 79 ,S. 79 ,S. 79 ,0fMbZ00000000rMUAQ,S. 79 ,19pbZ00000002kzQAA,0fCbZ00000000usUAA
S.31.1. Schedule C. 1.a ,A residency agreement must include all of the following:the names of the registrant and the resident.,0eubZ00000001KhQAI,S.31.1. Schedule C. 1.a ,S.31.1. Schedule C. 1.a ,S.31.1. Schedule C. 1.a ,0fMbZ00000000rNUAQ,S.31.1. Schedule C. 1.a ,19pbZ00000002kzQAA,0fCbZ00000000utUAA
S.31.1. Schedule C. 1.b ,"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",0eubZ00000001KiQAI,S.31.1. Schedule C. 1.b ,S.31.1. Schedule C. 1.b ,S.31.1. Schedule C. 1.b ,0fMbZ00000000rOUAQ,S.31.1. Schedule C. 1.b ,19pbZ00000002kzQAA,0fCbZ00000000uuUAA
S.31.1. Schedule C. 1.c ,"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KjQAI,S.31.1. Schedule C. 1.c ,S.31.1. Schedule C. 1.c ,S.31.1. Schedule C. 1.c ,0fMbZ00000000rPUAQ,S.31.1. Schedule C. 1.c ,19pbZ00000002kzQAA,0fCbZ00000000uvUAA
S.31.1. Schedule C. 1.d ,"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",0eubZ00000001KkQAI,S.31.1. Schedule C. 1.d ,S.31.1. Schedule C. 1.d ,S.31.1. Schedule C. 1.d ,0fMbZ00000000rQUAQ,S.31.1. Schedule C. 1.d ,19pbZ00000002kzQAA,0fCbZ00000000uwUAA
S.31.1. Schedule C. 2.a ,A residency agreement must include both of the following:the date on which the residency agreement is made.,0eubZ00000001KlQAI,S.31.1. Schedule C. 2.a ,S.31.1. Schedule C. 2.a ,S.31.1. Schedule C. 2.a ,0fMbZ00000000rRUAQ,S.31.1. Schedule C. 2.a ,19pbZ00000002kzQAA,0fCbZ00000000uxUAA
S.31.1. Schedule C. 2.b ,A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,0eubZ00000001KmQAI,S.31.1. Schedule C. 2.b ,S.31.1. Schedule C. 2.b ,S.31.1. Schedule C. 2.b ,0fMbZ00000000rSUAQ,S.31.1. Schedule C. 2.b ,19pbZ00000002kzQAA,0fCbZ00000000uyUAA
S.31.1. Schedule C. 3.a ,The following must be described in a residency agreement:the registrant's duties and responsibilities.,0eubZ00000001KnQAI,S.31.1. Schedule C. 3.a ,S.31.1. Schedule C. 3.a ,S.31.1. Schedule C. 3.a ,0fMbZ00000000rTUAQ,S.31.1. Schedule C. 3.a ,19pbZ00000002kzQAA,0fCbZ00000000uzUAA
S.31.1. Schedule C. 3.b ,"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",0eubZ00000001KoQAI,S.31.1. Schedule C. 3.b ,S.31.1. Schedule C. 3.b ,S.31.1. Schedule C. 3.b ,0fMbZ00000000rUUAQ,S.31.1. Schedule C. 3.b ,19pbZ00000002kzQAA,0fCbZ00000000v0UAA
S.31.1. Schedule C. 3.c ,"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",0eubZ00000001KpQAI,S.31.1. Schedule C. 3.c ,S.31.1. Schedule C. 3.c ,S.31.1. Schedule C. 3.c ,0fMbZ00000000rVUAQ,S.31.1. Schedule C. 3.c ,19pbZ00000002kzQAA,0fCbZ00000000v1UAA
S.31.1. Schedule C. 3.d ,The following must be described in a residency agreement:the rules of the assisted living residence.,0eubZ00000001KqQAI,S.31.1. Schedule C. 3.d ,S.31.1. Schedule C. 3.d ,S.31.1. Schedule C. 3.d ,0fMbZ00000000rWUAQ,S.31.1. Schedule C. 3.d ,19pbZ00000002kzQAA,0fCbZ00000000v2UAA
S.31.1. Schedule C. 3.e ,The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,0eubZ00000001KrQAI,S.31.1. Schedule C. 3.e ,S.31.1. Schedule C. 3.e ,S.31.1. Schedule C. 3.e ,0fMbZ00000000rXUAQ,S.31.1. Schedule C. 3.e ,19pbZ00000002kzQAA,0fCbZ00000000v3UAA
S.31.1. Schedule C. 3.f ,The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,0eubZ00000001KsQAI,S.31.1. Schedule C. 3.f ,S.31.1. Schedule C. 3.f ,S.31.1. Schedule C. 3.f ,0fMbZ00000000rYUAQ,S.31.1. Schedule C. 3.f ,19pbZ00000002kzQAA,0fCbZ00000000v4UAA
S.31.1. Schedule C. 3.g ,The following must be described in a residency agreement:the resident's responsibilities.,0eubZ00000001KtQAI,S.31.1. Schedule C. 3.g ,S.31.1. Schedule C. 3.g ,S.31.1. Schedule C. 3.g ,0fMbZ00000000rZUAQ,S.31.1. Schedule C. 3.g ,19pbZ00000002kzQAA,0fCbZ00000000v5UAA
S.31.1. Schedule C. 3.h ,"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",0eubZ00000001KuQAI,S.31.1. Schedule C. 3.h ,S.31.1. Schedule C. 3.h ,S.31.1. Schedule C. 3.h ,0fMbZ00000000raUAA,S.31.1. Schedule C. 3.h ,19pbZ00000002kzQAA,0fCbZ00000000v6UAA
S.31.1.Schedule C. 3.i ,The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,0eubZ00000001KvQAI,S.31.1.Schedule C. 3.i ,S.31.1.Schedule C. 3.i ,S.31.1.Schedule C. 3.i ,0fMbZ00000000rbUAA,S.31.1.Schedule C. 3.i ,19pbZ00000002kzQAA,0fCbZ00000000v7UAA
S.31.1. Schedule C. 4.a ,A residency agreement must include an itemized list of all fees payable by the resident for residency.,0eubZ00000001KwQAI,S.31.1. Schedule C. 4.a ,S.31.1. Schedule C. 4.a ,S.31.1. Schedule C. 4.a ,0fMbZ00000000rcUAA,S.31.1. Schedule C. 4.a ,19pbZ00000002kzQAA,0fCbZ00000000v8UAA
S.31.1. Schedule C. 4.b ,A residency agreement must include a description of the circumstances under which the fees may change.,0eubZ00000001KxQAI,S.31.1. Schedule C. 4.b ,S.31.1. Schedule C. 4.b ,S.31.1. Schedule C. 4.b ,0fMbZ00000000rdUAA,S.31.1. Schedule C. 4.b ,19pbZ00000002kzQAA,0fCbZ00000000v9UAA
