Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,CreatedBy.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ00000032GbQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6LQAU,Protective eyewear is adequately maintained.,Tanning,,Vishwantha Gandloju,Tanning;Protective eyewear is adequately maintained.;Tanning,Protective eyewear is adequately maintained.;Tanning
0dtbZ00000032GcQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6MQAU,Appropriate tanning signage is available and posted.,Tanning,,Vishwantha Gandloju,Tanning;Appropriate tanning signage is available and posted.;Tanning,Appropriate tanning signage is available and posted.;Tanning
0dtbZ00000032GdQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,Tanning,,Vishwantha Gandloju,Tanning;Operator provides clients with adequate instructions and information on the use of equipment.;Tanning,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0dtbZ00000032GeQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6OQAU,The operator prohibits minors from using tanning facilities.,Tanning,,Vishwantha Gandloju,Tanning;The operator prohibits minors from using tanning facilities.;Tanning,The operator prohibits minors from using tanning facilities.;Tanning
0dtbZ00000032GfQAI,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W6PQAU,"Invasive instruments are adequately cleaned, sterilized and maintained.",Tattoo & Body Piercing,,Vishwantha Gandloju,"Tattoo & Body Piercing;Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing","Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing"
0dtbZ00000032GgQAI,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W6QQAU,The operator requires written consent and/or proper identification.,Tattoo & Body Piercing,,Vishwantha Gandloju,Tattoo & Body Piercing;The operator requires written consent and/or proper identification.;Tattoo & Body Piercing,The operator requires written consent and/or proper identification.;Tattoo & Body Piercing
0dtbZ00000032GhQAI,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,Manicure and Pedicure,,Vishwantha Gandloju,Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0dtbZ00000032GiQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,Laser,,Vishwantha Gandloju,Laser;The laser treatment controlled area is properly maintained and operated.;Laser,The laser treatment controlled area is properly maintained and operated.;Laser
0dtbZ00000032GjQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6SQAU,Protective eyewear is adequate for the client and operator.,Laser,,Vishwantha Gandloju,Laser;Protective eyewear is adequate for the client and operator.;Laser,Protective eyewear is adequate for the client and operator.;Laser
0dtbZ00000032GkQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6TQAU,The laser device is properly maintained and operated.,Laser,,Vishwantha Gandloju,Laser;The laser device is properly maintained and operated.;Laser,The laser device is properly maintained and operated.;Laser
0dtbZ00000032GlQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6UQAU,The operator and/or staff have adequate training.,Laser,,Vishwantha Gandloju,Laser;The operator and/or staff have adequate training.;Laser,The operator and/or staff have adequate training.;Laser
0dtbZ00000032GmQAI,0Z4bZ0000000I1tSAE,Menu Warning Requirement,0eubZ0000000W6VQAU,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,Menu Warning Requirement,,Vishwantha Gandloju,Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement
0dtbZ00000032GnQAI,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Shellfish Food Protection,,Vishwantha Gandloju,"Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0dtbZ00000032GoQAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Shellfish Food Safety Management,,Vishwantha Gandloju,Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0dtbZ00000032GpQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Construction of Mobile Food Premises,,Vishwantha Gandloju,"Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises"
0dtbZ00000032GqQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000W6ZQAU,"The mobile food premises unit is a self-contained, moveable structure.",Construction of Mobile Food Premises,,Vishwantha Gandloju,"Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises","The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises"
0dtbZ00000032GrQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,Construction of Mobile Food Premises,,Vishwantha Gandloju,Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises
0dtbZ00000032GsQAI,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Permit to Operate Mobile Food Service,,Vishwantha Gandloju,Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0dtbZ00000032GtQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6cQAE,Proper curing procedures are followed.,RTE Meat Food Sources and Protection,,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper curing procedures are followed.;RTE Meat Food Sources and Protection,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GuQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6dQAE,Proper cooking and curing procedures are followed.,RTE Meat Food Sources and Protection,,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection,Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GvQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,RTE Meat Food Sources and Protection,,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GwQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6fQAE,Proper drying procedures are followed.,RTE Meat Food Sources and Protection,,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper drying procedures are followed.;RTE Meat Food Sources and Protection,Proper drying procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GxQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6gQAE,Proper procedures are in place for meat products that are intended to be consumed raw.,RTE Meat Food Sources and Protection,,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection
0dtbZ00000032GyQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6hQAE,Approved trichinella control method is in place for pork/at risk species.,RTE Meat Food Sources and Protection,,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection,Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection
0dtbZ00000034gbQAA,0Z4bZ0000000I1tSAE,Menu Warning Requirement,0eubZ0000000WAhQAM,A Public Health warning is not placed on display card at the table or in the menu.,Menu Warning Requirement,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,Vishwantha Gandloju,Menu Warning Requirement;A Public Health warning is not placed on display card at the table or in the menu.;Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,A Public Health warning is not placed on display card at the table or in the menu.;Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.
0dtbZ00000034iDQAQ,0Z4bZ0000000I1tSAE,Menu Warning Requirement,0eubZ0000000WAiQAM,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.,Menu Warning Requirement,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,Vishwantha Gandloju,Menu Warning Requirement;Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.;Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.;Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.
0dtbZ00000034jpQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAjQAM,Nitrite calculations are not available for all products.,RTE Meat Food Sources and Protection,Proper curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Nitrite calculations are not available for all products.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Nitrite calculations are not available for all products.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.
0dtbZ00000034lRQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAkQAM,The nitrate level in side bacon exceeds 120 ppm.,RTE Meat Food Sources and Protection,Proper curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The nitrate level in side bacon exceeds 120 ppm.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,The nitrate level in side bacon exceeds 120 ppm.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.
0dtbZ00000034n3QAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAlQAM,"For products other than side bacon, the nitrate level exceeds 200 ppm.",RTE Meat Food Sources and Protection,Proper curing procedures are followed.,Vishwantha Gandloju,"RTE Meat Food Sources and Protection;For products other than side bacon, the nitrate level exceeds 200 ppm.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.","For products other than side bacon, the nitrate level exceeds 200 ppm.;RTE Meat Food Sources and Protection;Proper curing procedures are followed."
0dtbZ00000034n4QAA,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAfQAM,Supplier invoices are not available.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Supplier invoices are not available.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Supplier invoices are not available.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000034ofQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAmQAM,Ready-to-eat meat products containing beef are produced without validated control measures in accordance with Health Canada Guideline No. 12,RTE Meat Food Sources and Protection,Proper curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Ready-to-eat meat products containing beef are produced without validated control measures in accordance with Health Canada Guideline No. 12;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Ready-to-eat meat products containing beef are produced without validated control measures in accordance with Health Canada Guideline No. 12;RTE Meat Food Sources and Protection;Proper curing procedures are followed.
0dtbZ00000034qHQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAnQAM,Facility does not follow appropriate forward flow or appropriately apply Health Canada Guideline No. 12.,RTE Meat Food Sources and Protection,Proper curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Facility does not follow appropriate forward flow or appropriately apply Health Canada Guideline No. 12.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Facility does not follow appropriate forward flow or appropriately apply Health Canada Guideline No. 12.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.
0dtbZ00000034rtQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAoQAM,The fermented meat product does not contain a minimum nitrate level of 100 ppm and/or does not meet the minimum salt concentration of 2.5%.,RTE Meat Food Sources and Protection,Proper curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The fermented meat product does not contain a minimum nitrate level of 100 ppm and/or does not meet the minimum salt concentration of 2.5%.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,The fermented meat product does not contain a minimum nitrate level of 100 ppm and/or does not meet the minimum salt concentration of 2.5%.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.
0dtbZ00000034tVQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WApQAM,Meat products have not received an adequate time and temperature treatment.,RTE Meat Food Sources and Protection,Proper cooking and curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Meat products have not received an adequate time and temperature treatment.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.,Meat products have not received an adequate time and temperature treatment.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.
0dtbZ00000034v7QAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAqQAM,Final cook temperatures have not been verified using an accurate thermometer.,RTE Meat Food Sources and Protection,Proper cooking and curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Final cook temperatures have not been verified using an accurate thermometer.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.,Final cook temperatures have not been verified using an accurate thermometer.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.
0dtbZ00000034wjQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WArQAM,"Products have not been cooled from 60°C to 20°C within two hours and from 20°C to 4°C within four hours, or within other approved time frames for that product.",RTE Meat Food Sources and Protection,Proper cooking and curing procedures are followed.,Vishwantha Gandloju,"RTE Meat Food Sources and Protection;Products have not been cooled from 60°C to 20°C within two hours and from 20°C to 4°C within four hours, or within other approved time frames for that product.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.","Products have not been cooled from 60°C to 20°C within two hours and from 20°C to 4°C within four hours, or within other approved time frames for that product.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed."
0dtbZ00000034yLQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAsQAM,Fermentation was not conducted in an area that minimizes the potential for contamination,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Fermentation was not conducted in an area that minimizes the potential for contamination;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Fermentation was not conducted in an area that minimizes the potential for contamination;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ00000034zxQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAtQAM,Fermentation area does not allow humidity and temperature to be controlled,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Fermentation area does not allow humidity and temperature to be controlled;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Fermentation area does not allow humidity and temperature to be controlled;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ000000351ZQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAuQAM,The time to reach a pH of 5.3 was not measured in order to monitor compliance with degree-hours criteria,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The time to reach a pH of 5.3 was not measured in order to monitor compliance with degree-hours criteria;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,The time to reach a pH of 5.3 was not measured in order to monitor compliance with degree-hours criteria;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ000000353BQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAvQAM,The process exceeded the limit of 665 degree-hours for meats processed at or below 33°C.,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The process exceeded the limit of 665 degree-hours for meats processed at or below 33°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,The process exceeded the limit of 665 degree-hours for meats processed at or below 33°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ000000354nQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAwQAM,The process exceeded the limit of 555 degree-hours for meats processed between 33°C and 37°C.,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The process exceeded the limit of 555 degree-hours for meats processed between 33°C and 37°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,The process exceeded the limit of 555 degree-hours for meats processed between 33°C and 37°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ000000356PQAQ,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAxQAM,The process exceeded the limit of 500 degree-hours for meats processed at or above 37°C.,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The process exceeded the limit of 500 degree-hours for meats processed at or above 37°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,The process exceeded the limit of 500 degree-hours for meats processed at or above 37°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ0000003581QAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAyQAM,The shelf-stable fermented product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH,RTE Meat Food Sources and Protection,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The shelf-stable fermented product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,The shelf-stable fermented product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.
0dtbZ000000359dQAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WAzQAM,Drying operations were conducted in an area that did not minimize the potential for contamination.,RTE Meat Food Sources and Protection,Proper drying procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Drying operations were conducted in an area that did not minimize the potential for contamination.;RTE Meat Food Sources and Protection;Proper drying procedures are followed.,Drying operations were conducted in an area that did not minimize the potential for contamination.;RTE Meat Food Sources and Protection;Proper drying procedures are followed.
0dtbZ00000035BFQAY,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB0QAM,Non-fermented products were dried at a temperature of 15°C or higher (requirement: < 15°C).,RTE Meat Food Sources and Protection,Proper drying procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Non-fermented products were dried at a temperature of 15°C or higher (requirement: < 15°C).;RTE Meat Food Sources and Protection;Proper drying procedures are followed.,Non-fermented products were dried at a temperature of 15°C or higher (requirement: < 15°C).;RTE Meat Food Sources and Protection;Proper drying procedures are followed.
0dtbZ00000035CrQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB2QAM,Fresh meat was not used to manufacture products intended to be consumed raw.,RTE Meat Food Sources and Protection,Proper procedures are in place for meat products that are intended to be consumed raw.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Fresh meat was not used to manufacture products intended to be consumed raw.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,Fresh meat was not used to manufacture products intended to be consumed raw.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.
0dtbZ00000035CsQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAQQA2,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,The services conducted on the mobile food premises unit reflect its type and capacity.,Vishwantha Gandloju,Construction of Mobile Food Premises;The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.
0dtbZ00000035ETQAY,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB3QAM,The product was not subject to adequate temperature control throughout the manufacturing process.,RTE Meat Food Sources and Protection,Proper procedures are in place for meat products that are intended to be consumed raw.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The product was not subject to adequate temperature control throughout the manufacturing process.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,The product was not subject to adequate temperature control throughout the manufacturing process.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.
0dtbZ00000035G5QAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB4QAM,Adequate sanitation procedures were not used throughout the manufacturing process.,RTE Meat Food Sources and Protection,Proper procedures are in place for meat products that are intended to be consumed raw.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Adequate sanitation procedures were not used throughout the manufacturing process.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,Adequate sanitation procedures were not used throughout the manufacturing process.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.
0dtbZ00000035HhQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB5QAM,The control method used was not consistent with established methods.,RTE Meat Food Sources and Protection,Approved trichinella control method is in place for pork/at risk species.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The control method used was not consistent with established methods.;RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.,The control method used was not consistent with established methods.;RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.
0dtbZ00000035JJQAY,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB6QAM,The control method was not verified for all batches.,RTE Meat Food Sources and Protection,Approved trichinella control method is in place for pork/at risk species.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The control method was not verified for all batches.;RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.,The control method was not verified for all batches.;RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.
0dtbZ00000035KvQAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAZQA2,Raw oyster food safety plan is insufficient or not in place.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Raw oyster food safety plan is insufficient or not in place.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Raw oyster food safety plan is insufficient or not in place.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000035MXQAY,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAaQAM,Raw oyster procedures in the food safety plan are not being followed.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Raw oyster procedures in the food safety plan are not being followed.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Raw oyster procedures in the food safety plan are not being followed.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000035O9QAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAbQAM,The receiving and/or tracking logs for deliveries do not contain sufficient information.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;The receiving and/or tracking logs for deliveries do not contain sufficient information.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,The receiving and/or tracking logs for deliveries do not contain sufficient information.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000035PlQAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAcQAM,Harvest tags are not available.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Harvest tags are not available.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Harvest tags are not available.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
