Description,EffectiveFrom,Errors,ExternalId__c,Id,Name,RegulatoryAuthorityId,Subject
"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",2023-11-06T15:00:00.000+0000,,S 65.1.c ,0fCAq0000000FGDMA2,S 65.1.c - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.c - Providing Assisted Living Services - Safekeeping medication
A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,2023-11-06T15:00:00.000+0000,,S 65.1.d.i ,0fCAq0000000FGEMA2,S 65.1.d.i - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.d.i - Providing Assisted Living Services - Safekeeping medication
Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,2023-11-06T15:00:00.000+0000,,S 65.1.d.ii ,0fCAq0000000FGFMA2,S 65.1.d.ii - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.d.ii - Providing Assisted Living Services - Safekeeping medication
Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,2023-11-06T15:00:00.000+0000,,S 65.1.d.iii ,0fCAq0000000FGGMA2,S 65.1.d.iii - Providing Assisted Living Services - Safekeeping medication,19pAq0000001JqDIAU,S 65.1.d.iii - Providing Assisted Living Services - Safekeeping medication
A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,2023-11-06T15:00:00.000+0000,,S 66.1 ,0fCAq0000000FGHMA2,S 66.1 - Providing Assisted Living Services - Distributing medication,19pAq0000001JqDIAU,S 66.1 - Providing Assisted Living Services - Distributing medication
A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,2023-11-06T15:00:00.000+0000,,S 67.1.a ,0fCAq0000000FGIMA2,S 67.1.a - Providing Assisted Living Services - Administering medication,19pAq0000001JqDIAU,S 67.1.a - Providing Assisted Living Services - Administering medication
"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",2023-11-06T15:00:00.000+0000,,S 67.1.b ,0fCAq0000000FGJMA2,S 67.1.b - Providing Assisted Living Services - Administering medication,19pAq0000001JqDIAU,S 67.1.b - Providing Assisted Living Services - Administering medication
"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",2023-11-06T15:00:00.000+0000,,S 67.2.a ,0fCAq0000000FGKMA2,S 67.2.a - Providing Assisted Living Services - Administering medication,19pAq0000001JqDIAU,S 67.2.a - Providing Assisted Living Services - Administering medication
A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,2023-11-06T15:00:00.000+0000,,S 67.2.b ,0fCAq0000000FGLMA2,S 67.2.b - Providing Assisted Living Services - Administering medication,19pAq0000001JqDIAU,S 67.2.b - Providing Assisted Living Services - Administering medication
A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,2023-11-06T15:00:00.000+0000,,S 67.2.c.i ,0fCAq0000000FGMMA2,S 67.2.c.i - Providing Assisted Living Services - Administering medication,19pAq0000001JqDIAU,S 67.2.c.i - Providing Assisted Living Services - Administering medication
"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",2023-11-06T15:00:00.000+0000,,S 67.2.c.ii ,0fCAq0000000FGNMA2,S 67.2.c.ii - Providing Assisted Living Services - Administering medication,19pAq0000001JqDIAU,S 67.2.c.ii - Providing Assisted Living Services - Administering medication
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",2023-11-06T15:00:00.000+0000,,S 68.1.a ,0fCAq0000000FGOMA2,S 68.1.a - Providing Assisted Living Services - Safekeeping money and property defined,19pAq0000001JqDIAU,S 68.1.a - Providing Assisted Living Services - Safekeeping money and property defined
"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",2023-11-06T15:00:00.000+0000,,S 68.1.b ,0fCAq0000000FGPMA2,S 68.1.b - Providing Assisted Living Services - Safekeeping money and property defined,19pAq0000001JqDIAU,S 68.1.b - Providing Assisted Living Services - Safekeeping money and property defined
A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,2023-11-06T15:00:00.000+0000,,S 68.2 ,0fCAq0000000FGQMA2,S 68.2 - Providing Assisted Living Services - Safekeeping money and property defined,19pAq0000001JqDIAU,S 68.2 - Providing Assisted Living Services - Safekeeping money and property defined
"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",2023-11-06T15:00:00.000+0000,,S 69.1 ,0fCAq0000000FGRMA2,S 69.1 - Providing Assisted Living Services - Safekeeping money and property,19pAq0000001JqDIAU,S 69.1 - Providing Assisted Living Services - Safekeeping money and property
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,2023-11-06T15:00:00.000+0000,,S 69.2.a.i ,0fCAq0000000FGSMA2,S 69.2.a.i - Providing Assisted Living Services - Safekeeping money and property,19pAq0000001JqDIAU,S 69.2.a.i - Providing Assisted Living Services - Safekeeping money and property
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",2023-11-06T15:00:00.000+0000,,S 69.2.a.ii ,0fCAq0000000FGTMA2,S 69.2.a.ii - Providing Assisted Living Services - Safekeeping money and property,19pAq0000001JqDIAU,S 69.2.a.ii - Providing Assisted Living Services - Safekeeping money and property
"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",2023-11-06T15:00:00.000+0000,,S 69.2.b ,0fCAq0000000FGUMA2,S 69.2.b - Providing Assisted Living Services - Safekeeping money and property,19pAq0000001JqDIAU,S 69.2.b - Providing Assisted Living Services - Safekeeping money and property
"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",2023-11-06T15:00:00.000+0000,,S 69.2.c ,0fCAq0000000FGVMA2,S 69.2.c - Providing Assisted Living Services - Safekeeping money and property,19pAq0000001JqDIAU,S 69.2.c - Providing Assisted Living Services - Safekeeping money and property
A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,2023-11-06T15:00:00.000+0000,,S 69.3 ,0fCAq0000000FGWMA2,S 69.3 - Providing Assisted Living Services - Safekeeping money and property,19pAq0000001JqDIAU,S 69.3 - Providing Assisted Living Services - Safekeeping money and property
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",2023-11-06T15:00:00.000+0000,,S 70.1.a ,0fCAq0000000FGXMA2,S 70.1.a - Providing Assisted Living Services - Managing therapeutic diets,19pAq0000001JqDIAU,S 70.1.a - Providing Assisted Living Services - Managing therapeutic diets
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",2023-11-06T15:00:00.000+0000,,S 70.1.b ,0fCAq0000000FGYMA2,S 70.1.b - Providing Assisted Living Services -,19pAq0000001JqDIAU,S 70.1.b - Providing Assisted Living Services -
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",2023-11-06T15:00:00.000+0000,,S 70.1.c ,0fCAq0000000FGZMA2,S 70.1.c - Providing Assisted Living Services -,19pAq0000001JqDIAU,S 70.1.c - Providing Assisted Living Services -
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",2023-11-06T15:00:00.000+0000,,S 70.2.a ,0fCAq0000000FGaMAM,S 70.2.a - Providing Assisted Living Services -,19pAq0000001JqDIAU,S 70.2.a - Providing Assisted Living Services -
"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",2023-11-06T15:00:00.000+0000,,S 70.2.b ,0fCAq0000000FGbMAM,S 70.2.b - Providing Assisted Living Services -,19pAq0000001JqDIAU,S 70.2.b - Providing Assisted Living Services -
A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,2023-11-06T15:00:00.000+0000,,S 70.3 ,0fCAq0000000FGcMAM,S 70.3 - Providing Assisted Living Services -,19pAq0000001JqDIAU,S 70.3 - Providing Assisted Living Services -
"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",2023-11-06T15:00:00.000+0000,,S 71.1 ,0fCAq0000000FGdMAM,S 71.1 - Providing Assisted Living Services - Behaviour management,19pAq0000001JqDIAU,S 71.1 - Providing Assisted Living Services - Behaviour management
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",2023-11-06T15:00:00.000+0000,,S 71.2 ,0fCAq0000000FGeMAM,S 71.2 - Providing Assisted Living Services - Behaviour management,19pAq0000001JqDIAU,S 71.2 - Providing Assisted Living Services - Behaviour management
A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,2023-11-06T15:00:00.000+0000,,S 71.3 ,0fCAq0000000FGfMAM,S 71.3 - Providing Assisted Living Services - Behaviour management,19pAq0000001JqDIAU,S 71.3 - Providing Assisted Living Services - Behaviour management
"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",2023-11-06T15:00:00.000+0000,,S 72.1.a ,0fCAq0000000FGgMAM,S 72.1.a - Providing Assisted Living Services - Psychosocial supports,19pAq0000001JqDIAU,S 72.1.a - Providing Assisted Living Services - Psychosocial supports
"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",2023-11-06T15:00:00.000+0000,,S 72.1.b ,0fCAq0000000FGhMAM,S 72.1.b - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.1.b - Providing Assisted Living Services -  Psychosocial supports
"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",2023-11-06T15:00:00.000+0000,,S 72.1.c ,0fCAq0000000FGiMAM,S 72.1.c - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.1.c - Providing Assisted Living Services -  Psychosocial supports
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,2023-11-06T15:00:00.000+0000,,S 72.2.a.i ,0fCAq0000000FGjMAM,S 72.2.a.i - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.2.a.i - Providing Assisted Living Services -  Psychosocial supports
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,2023-11-06T15:00:00.000+0000,,S 72.2.a.ii ,0fCAq0000000FGkMAM,S 72.2.a.ii - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.2.a.ii - Providing Assisted Living Services -  Psychosocial supports
A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,2023-11-06T15:00:00.000+0000,,S 72.2.a.iii ,0fCAq0000000FGlMAM,S 72.2.a.iii - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.2.a.iii - Providing Assisted Living Services -  Psychosocial supports
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,2023-11-06T15:00:00.000+0000,,S 72.2.b ,0fCAq0000000FGmMAM,S 72.2.b - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.2.b - Providing Assisted Living Services -  Psychosocial supports
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,2023-11-06T14:00:00.000+0000,,S 72.2.c ,0fCAq0000000FGnMAM,S 72.2.c - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.2.c - Providing Assisted Living Services -  Psychosocial supports
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,2023-11-06T14:00:00.000+0000,,S 72.2.d ,0fCAq0000000FGoMAM,S 72.2.d - Providing Assisted Living Services -  Psychosocial supports,19pAq0000001JqDIAU,S 72.2.d - Providing Assisted Living Services -  Psychosocial supports
All plans and policies that must be made under this regulation are made in writing.,2023-11-06T14:00:00.000+0000,,S 73.1.a ,0fCAq0000000FGpMAM,S 73.1.a - General Duties,19pAq0000001JqDIAU,S 73.1.a - General Duties
All plans and policies that must be made under this regulation are implementated.,2023-11-06T14:00:00.000+0000,,S 73.1.b ,0fCAq0000000FGqMAM,S 73.1.b - General Duties,19pAq0000001JqDIAU,S 73.1.b - General Duties
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,2023-11-06T14:00:00.000+0000,,S 73.1.c ,0fCAq0000000FGrMAM,S 73.1.c - General Duties,19pAq0000001JqDIAU,S 73.1.c - General Duties
"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",2023-11-06T14:00:00.000+0000,,S 73.1.d ,0fCAq0000000FGsMAM,S 73.1.d - General Duties,19pAq0000001JqDIAU,S 73.1.d - General Duties
A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,2023-11-06T14:00:00.000+0000,,S 73.2 ,0fCAq0000000FGtMAM,S 73.2 - General Duties,19pAq0000001JqDIAU,S 73.2 - General Duties
"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",2023-11-06T14:00:00.000+0000,,S 74.a ,0fCAq0000000FGuMAM,S 74.a - Collecting personal information,19pAq0000001JqDIAU,S 74.a - Collecting personal information
"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",2023-11-06T14:00:00.000+0000,,S.74.b ,0fCAq0000000FGvMAM,S.74.b - Collecting personal information,19pAq0000001JqDIAU,S.74.b - Collecting personal information
A registrant must not permit an employee to access the records and personal information of a resident except as necessary for the performance of the employee's duties.,2023-11-06T14:00:00.000+0000,,S. 75.  ,0fCAq0000000FGwMAM,S. 75.  - Protection of confidentiality,19pAq0000001JqDIAU,S. 75.  - Protection of confidentiality
A registrant must keep a record for each resident that includes the resident's name and the date on which the person's residency started.,2023-11-06T14:00:00.000+0000,,S. 76.a ,0fCAq0000000FGxMAM,S. 76.a - Resident records,19pAq0000001JqDIAU,S. 76.a - Resident records
"A registrant must keep a record for each resident that includes the resident's original, signed residency agreement and any renewals and changes made to the agreement.",2023-11-06T14:00:00.000+0000,,S. 76.b ,0fCAq0000000FGyMAM,S. 76.b - Resident records,19pAq0000001JqDIAU,S. 76.b - Resident records
"A registrant must keep a record for each resident that includes the name and current contact information of the resident's contact person and personal representative, if any.",2023-11-06T14:00:00.000+0000,,S. 76.c ,0fCAq0000000FGzMAM,S. 76.c - Resident records,19pAq0000001JqDIAU,S. 76.c - Resident records
A registrant must keep a record for each resident that includes a current copy of the resident's signed personal service plan and transition plan.,2023-11-06T14:00:00.000+0000,,S. 76.d ,0fCAq0000000FH0MAM,S. 76.d - Resident records,19pAq0000001JqDIAU,S. 76.d - Resident records
"A registrant must keep a record for each resident that includes records made in respect of the resident under S 43 (3) (b) [resident concerns and complaints], 51 (2) (c) [reportable incidents] and 67 (2) (c) [administering medication], if any.",2023-11-06T14:00:00.000+0000,,S. 76.e ,0fCAq0000000FH1MAM,S. 76.e - Resident records,19pAq0000001JqDIAU,S. 76.e - Resident records
"A registrant must keep a record for each resident that includes a record of accidents, illnesses or medication errors, if any, involving the resident that do not require medical attention and are not reportable incidents.",2023-11-06T14:00:00.000+0000,,S. 76.f ,0fCAq0000000FH2MAM,S. 76.f - Resident records,19pAq0000001JqDIAU,S. 76.f - Resident records
"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",2023-11-06T14:00:00.000+0000,,S.77.a.i ,0fCAq0000000FH3MAM,S.77.a.i - Employee records,19pAq0000001JqDIAU,S.77.a.i - Employee records
"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",2023-11-06T14:00:00.000+0000,,S.77.a.ii ,0fCAq0000000FH4MAM,S.77.a.ii - Employee records,19pAq0000001JqDIAU,S.77.a.ii - Employee records
"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",2023-11-06T14:00:00.000+0000,,S.77.a.iii ,0fCAq0000000FH5MAM,S.77.a.iii - Employee records,19pAq0000001JqDIAU,S.77.a.iii - Employee records
A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,2023-11-06T14:00:00.000+0000,,S. 77. b ,0fCAq0000000FH6MAM,S. 77. b - Employee records,19pAq0000001JqDIAU,S. 77. b - Employee records
"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",2023-11-06T14:00:00.000+0000,,S. 78. 1 ,0fCAq0000000FH7MAM,S. 78. 1 - length of time records must be kept,19pAq0000001JqDIAU,S. 78. 1 - length of time records must be kept
A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,2023-11-06T14:00:00.000+0000,,S. 78. 2 ,0fCAq0000000FH8MAM,S. 78. 2 - length of time records must be kept,19pAq0000001JqDIAU,S. 78. 2 - length of time records must be kept
 A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,2023-11-06T14:00:00.000+0000,,S. 78. 3.a ,0fCAq0000000FH9MAM,S. 78. 3.a - length of time records must be kept,19pAq0000001JqDIAU,S. 78. 3.a - length of time records must be kept
A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,2023-11-06T14:00:00.000+0000,,S. 78. 3.b  ,0fCAq0000000FHAMA2,S. 78. 3.b  - length of time records must be kept,19pAq0000001JqDIAU,S. 78. 3.b  - length of time records must be kept
A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,2023-11-06T14:00:00.000+0000,,S. 78. 4 ,0fCAq0000000FHBMA2,S. 78. 4 - length of time records must be kept,19pAq0000001JqDIAU,S. 78. 4 - length of time records must be kept
A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,2023-11-06T14:00:00.000+0000,,S. 79 ,0fCAq0000000FHCMA2,S. 79 - Giving records to the registrar,19pAq0000001JqDIAU,S. 79 - Giving records to the registrar
A residency agreement must include all of the following:the names of the registrant and the resident.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 1.a ,0fCAq0000000FHDMA2,S.31.1. Schedule C. 1.a - Parties and contact information,19pAq0000001JqDIAU,S.31.1. Schedule C. 1.a - Parties and contact information
"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 1.b ,0fCAq0000000FHEMA2,S.31.1. Schedule C. 1.b - Parties and contact information,19pAq0000001JqDIAU,S.31.1. Schedule C. 1.b - Parties and contact information
"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 1.c ,0fCAq0000000FHFMA2,S.31.1. Schedule C. 1.c - Parties and contact information,19pAq0000001JqDIAU,S.31.1. Schedule C. 1.c - Parties and contact information
"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 1.d ,0fCAq0000000FHGMA2,S.31.1. Schedule C. 1.d - Parties and contact information,19pAq0000001JqDIAU,S.31.1. Schedule C. 1.d - Parties and contact information
A residency agreement must include both of the following:the date on which the residency agreement is made.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 2.a ,0fCAq0000000FHHMA2,S.31.1. Schedule C. 2.a - Term,19pAq0000001JqDIAU,S.31.1. Schedule C. 2.a - Term
A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 2.b ,0fCAq0000000FHIMA2,S.31.1. Schedule C. 2.b - Term,19pAq0000001JqDIAU,S.31.1. Schedule C. 2.b - Term
The following must be described in a residency agreement:the registrant's duties and responsibilities.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.a ,0fCAq0000000FHJMA2,S.31.1. Schedule C. 3.a - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.a - General contents
"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.b ,0fCAq0000000FHKMA2,S.31.1. Schedule C. 3.b - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.b - General contents
"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.c ,0fCAq0000000FHLMA2,S.31.1. Schedule C. 3.c - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.c - General contents
The following must be described in a residency agreement:the rules of the assisted living residence.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.d ,0fCAq0000000FHMMA2,S.31.1. Schedule C. 3.d - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.d - General contents
The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.e ,0fCAq0000000FHNMA2,S.31.1. Schedule C. 3.e - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.e - General contents
The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.f ,0fCAq0000000FHOMA2,S.31.1. Schedule C. 3.f - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.f - General contents
The following must be described in a residency agreement:the resident's responsibilities.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.g ,0fCAq0000000FHPMA2,S.31.1. Schedule C. 3.g - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.g - General contents
"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 3.h ,0fCAq0000000FHQMA2,S.31.1. Schedule C. 3.h - General contents,19pAq0000001JqDIAU,S.31.1. Schedule C. 3.h - General contents
The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,2023-11-06T14:00:00.000+0000,,S.31.1.Schedule C. 3.i ,0fCAq0000000FHRMA2,S.31.1.Schedule C. 3.i - General contents,19pAq0000001JqDIAU,S.31.1.Schedule C. 3.i - General contents
A residency agreement must include an itemized list of all fees payable by the resident for residency.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 4.a ,0fCAq0000000FHSMA2,S.31.1. Schedule C. 4.a - Fees and deposits,19pAq0000001JqDIAU,S.31.1. Schedule C. 4.a - Fees and deposits
A residency agreement must include a description of the circumstances under which the fees may change.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 4.b ,0fCAq0000000FHTMA2,S.31.1. Schedule C. 4.b - Fees and deposits,19pAq0000001JqDIAU,S.31.1. Schedule C. 4.b - Fees and deposits
A residency agreement must include a statement of when residency fees are due.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 4.c ,0fCAq0000000FHUMA2,S.31.1. Schedule C. 4.c - Fees and deposits,19pAq0000001JqDIAU,S.31.1. Schedule C. 4.c - Fees and deposits
A residency agreement must include a description of all optional services and the fees for each of them.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 4.d ,0fCAq0000000FHVMA2,S.31.1. Schedule C. 4.d - Fees and deposits,19pAq0000001JqDIAU,S.31.1. Schedule C. 4.d - Fees and deposits
A residency agreement must include  the terms and conditions for the payment and refund of fees.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 4.e ,0fCAq0000000FHWMA2,S.31.1. Schedule C. 4.e - Fees and deposits,19pAq0000001JqDIAU,S.31.1. Schedule C. 4.e - Fees and deposits
A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 4.f ,0fCAq0000000FHXMA2,S.31.1. Schedule C. 4.f - Fees and deposits,19pAq0000001JqDIAU,S.31.1. Schedule C. 4.f - Fees and deposits
A residency agreement must describe the circumstances in which the residency agreement may be changed.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 5.a ,0fCAq0000000FHYMA2,S.31.1. Schedule C. 5.a - Changes,19pAq0000001JqDIAU,S.31.1. Schedule C. 5.a - Changes
"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 5.b ,0fCAq0000000FHZMA2,S.31.1. Schedule C. 5.b - Changes,19pAq0000001JqDIAU,S.31.1. Schedule C. 5.b - Changes
"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 5.c ,0fCAq0000000FHaMAM,S.31.1. Schedule C. 5.c - Changes,19pAq0000001JqDIAU,S.31.1. Schedule C. 5.c - Changes
A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 6. a ,0fCAq0000000FHbMAM,S.31.1. Schedule C. 6. a - Supportive Recovery class,19pAq0000001JqDIAU,S.31.1. Schedule C. 6. a - Supportive Recovery class
"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 6.b.i ,0fCAq0000000FHcMAM,S.31.1. Schedule C. 6.b.i - Supportive Recovery class,19pAq0000001JqDIAU,S.31.1. Schedule C. 6.b.i - Supportive Recovery class
